고객번호,기호품구매횟수,기호품1,기호품2,기호품3,기호품4,기호품5,기호품6,기호품7
8062,303,86699,141322,117850,113547,176835,186838,138008
8063,53,190414,4378,58218,26074,26275,129098,80784
8064,13,0,32448,4632,25984,59305,7506,0
8066,42,7922,33910,14032,17532,8303,8588,22390
8067,8,44283,63473,0,0,0,0,13391
8068,33,58483,123796,135702,12673,66608,134448,58260
8069,37,5806,23702,14169,11493,7079,51331,38246
8070,62,6495,13031,27648,31840,77096,50605,57358
8071,62,60550,35404,77854,26738,148965,110742,138007
8072,33,72870,21941,10507,39952,107831,126858,26128
8073,814,65057,605742,442981,328870,301787,541255,228163
8074,31,32838,46126,0,14190,2609,26701,53541
8075,21,26649,9064,5424,14899,13907,28042,21444
8076,33,0,49239,0,102172,54138,32727,127004
8077,31,29078,14235,25195,20822,30744,8193,18730
8078,30,47038,26020,0,48013,18852,28739,58113
8079,10,121521,0,0,114348,307452,0,15767
8080,16,0,0,15140,47356,0,75385,85931
8081,22,0,0,0,46781,18659,77743,35251
8082,20,42806,23382,0,26604,26801,28684,33427
8083,51,9408,36754,12461,28644,53846,55772,51897
8084,26,0,42234,32437,33603,47634,25843,39890
8085,20,0,26061,11637,38479,143107,53617,3378
8086,1,0,0,7118,0,0,0,0
8087,155,75801,75700,168318,94095,161093,104219,100724
8088,21,0,1226,21015,931,3479,60029,14516
8089,64,139144,182017,201556,169785,160350,94688,297776
8090,284,134737,169294,174759,235846,349150,201266,194891
8091,54,35727,48900,36220,48750,50213,69531,50557
8092,87,40928,27268,42595,12398,28730,30840,70085
8093,31,35919,0,35024,38781,29634,20440,31321
8094,151,78495,140528,171146,41455,70047,0,8379
8095,23,57962,5768,17625,66602,45692,28203,35274
8096,24,35730,0,21150,0,0,19130,115056
8097,36,76403,55674,5423,29798,53078,5920,32075
8098,25,29994,12609,30041,37513,36005,37102,64195
8099,19,17989,9270,0,35918,28166,0,1689
8100,14,5963,0,0,6607,30229,12589,7321
8101,24,16631,26824,20088,42568,3843,23463,27221
8102,15,53139,52947,0,0,0,89647,29282
8103,13,7872,3708,13445,0,43357,182298,42188
8104,34,984,13154,23274,24939,37713,21039,13110
8105,50,33555,99764,77088,14190,43347,41563,75593
8106,106,49842,35423,45058,88245,110285,32075,0
8107,97,105885,219903,116043,62310,75984,109776,191324
8108,15,25782,0,3898,27457,7939,20374,3694
8109,12,9398,6489,30776,0,10204,9437,0
8110,116,84115,179535,80466,76687,63645,30134,47923
8111,81,12005,126979,65392,32371,35094,83567,120148
8112,17,3100,9302,0,12283,12591,39098,5575
8113,30,3838,7725,28810,141096,113677,218136,173169
8114,27,21551,2575,164817,74087,203415,76757,163281
8115,69,39953,58200,76296,36972,30513,73403,91035
8116,3,5412,0,0,9312,10114,0,0
8117,15,7558,20087,28584,51880,0,29061,22750
8118,18,21678,42852,6892,15830,0,0,21905
8119,186,75496,119427,143195,85715,181224,116377,127129
8120,28,0,52184,6564,29532,18002,120681,21285
8121,51,59583,20581,22031,8425,65029,32170,53924
8122,20,123252,3729,5515,44963,80352,0,0
8123,51,14760,115513,89028,25088,12945,131330,82892
8124,6,10225,3966,0,0,0,10713,0
8125,36,25666,18870,29748,57415,16223,15248,35577
8126,6,0,0,36831,10642,0,19302,0
8127,25,0,0,11637,18801,19296,8150,29394
8128,60,28045,60465,74681,60397,52287,53080,5631
8129,65,174807,232655,147892,154611,416213,271893,637412
8130,27,21747,17306,9265,17205,12036,20912,130080
8131,27,26668,14421,62218,17561,18245,47567,21173
8132,51,114946,119625,36480,34019,22796,15828,95977
8133,125,656425,775449,469910,818938,1017122,862534,631341
8134,15,19426,39844,3389,10323,43893,8300,0
8135,43,128163,27495,18585,32670,121039,16193,32470
8136,29,112969,102288,33442,71319,51174,7506,189522
8137,16,5304,17511,1243,976,24161,1180,10756
8138,19,1033,21014,42932,34489,50780,100479,42797
8139,338,363100,441575,338602,258005,360246,275965,296525
8140,189,228035,109487,137161,197934,143889,139167,161996
8141,23,6790,7108,173990,30436,8798,14456,32547
8142,94,13127,37741,33329,39241,10668,69274,65907
8143,65,85044,100475,115317,60126,60876,91483,59170
8144,32,2164,68770,9886,34411,55725,21660,69645
8145,461,359646,371999,461588,374743,194058,246771,241078
8146,476,574487,470472,420590,195292,236680,249345,211869
8147,33,47372,55316,194790,127226,0,71568,108658
8148,23,24601,48414,37622,0,58659,26937,15317
8149,166,200646,337804,233996,361780,280277,299182,276097
8150,28,58404,47941,12993,52989,28420,38176,9011
8151,32,43456,5150,18528,3991,11530,15431,52346
8152,23,2942,30851,17026,27402,61489,22905,31309
8153,31,47913,39607,50152,37061,69673,80212,34969
8154,21,6888,14420,3163,71479,18104,35387,33786
8155,41,55245,39977,43474,4364,0,4461,0
8156,12,10578,15111,13445,45051,7079,7506,23359
8157,12,14072,52328,263313,0,165863,0,190332
8158,113,45778,46447,34664,6597,16170,49857,39767
8159,17,3936,6181,16947,52146,54249,67342,55997
8160,363,209340,187527,144353,211143,236472,248764,355931
8161,6,8266,2678,0,21461,2023,2145,0
8162,66,14406,96653,123239,77446,54745,48384,24642
8163,40,39874,41305,36041,54842,58789,24557,93250
8164,14,29030,12917,54163,3157,28116,7506,28021
8165,18,17271,0,18574,56146,30067,0,0
8166,1,0,3090,0,0,0,0,0
8167,17,55147,0,24563,19289,3641,104231,40094
8169,103,80417,98300,118291,66777,142460,180756,132185
8170,42,26076,47074,74511,47720,17961,67803,3379
8171,18,5511,0,19116,7777,64444,27997,25026
8172,20,78823,0,61575,32281,26194,12868,7546
8173,27,9644,46457,62535,94892,0,18970,47178
8174,12,17191,7911,23861,0,0,6305,1689
8175,31,32130,18480,47746,21106,42760,29404,80684
8176,141,455802,364910,413670,272478,293695,331171,280768
8177,151,49320,87814,144091,128599,89697,107120,99447
8178,108,175033,20220,102912,93692,213011,157217,229843
8179,31,30112,75279,70737,120752,16293,28654,16082
8180,35,28832,19757,32336,11883,82963,96233,8391
8181,30,55993,61270,60061,89428,81212,95417,66932
8182,39,1062,25825,52469,69953,19317,48610,24552
8183,12,7331,4368,0,19536,125256,6434,0
8184,23,64101,70190,57665,20682,20227,19516,22525
8185,25,46841,58611,81911,12415,9709,54688,96900
8186,30,23361,27616,6722,16885,43307,48341,23551
8187,113,23224,37165,152525,177262,151347,123397,216550
8188,41,44873,28914,10168,69838,125570,174000,86484
8189,32,9141,61454,84396,33860,56353,3271,54735
8190,19,2952,7726,0,10642,0,30840,96159
8191,25,115973,408181,69844,18136,41385,1609,0
8192,23,34560,25855,50164,86334,113475,59761,50039
8193,100,46446,42377,96986,108227,175088,76714,29890
8194,13,0,0,0,19510,59568,16729,31782
8195,61,80562,44748,28313,83770,15251,91021,39947
8196,46,16354,1020,53056,6474,19347,12096,76494
8197,105,62104,167513,75346,134089,743075,205076,358962
8198,38,122021,39349,12767,42656,16688,16622,148268
8199,51,119444,134633,118787,114455,57647,248462,248085
8200,38,19681,15038,10170,38807,47028,22521,40994
8201,10,0,4635,6835,4345,7079,35783,70276
8202,27,0,198682,39656,30242,93823,90398,58046
8203,66,19583,75711,47407,33788,155423,179940,132173
8204,23,22929,20252,143687,11174,5663,46969,14777
8205,18,17359,45870,7513,6013,18740,31592,8087
8206,49,7794,103802,47994,84081,3499,110138,54891
8207,23,0,0,150389,216521,316192,0,68474
8208,48,8413,22858,23635,12806,77853,98579,161096
8209,46,86006,97241,43554,109684,51417,171939,79421
8210,40,98188,100961,87504,76401,18245,0,0
8211,27,23559,13927,35238,9710,5037,40491,4482
8212,74,104802,98887,14123,67729,152058,136787,108117
8213,6,0,3605,8587,2661,22583,0,0
8214,15,37394,29553,50774,42479,48059,0,13514
8215,20,15745,110260,0,17560,5967,53510,26523
8216,67,72525,42450,194982,212439,40636,0,321988
8217,34,5904,21610,42366,28380,28743,70742,15767
8218,49,22238,47176,64964,37957,36104,8578,17907
8219,1173,671745,805350,735692,510935,518112,591300,636369
8220,66,21582,107182,40707,51331,101821,68876,71349
8221,113,148070,175425,193558,34029,32768,55046,104066
8222,98,395787,311610,301354,219962,232238,311686,314791
8223,100,65943,28749,39115,37149,54005,41230,95762
8224,30,0,13967,14010,14181,26102,57391,32851
8225,18,0,18191,96722,15954,7828,1340,40522
8226,19,0,14420,11863,10908,40656,8578,2252
8227,15,4920,15379,2260,4612,4581,11581,1126
8228,14,9841,36054,33487,0,7990,1072,53946
8229,27,49725,7726,66885,42585,93631,35548,80683
8230,23,49941,21487,15467,1907,20247,14123,24090
8231,157,258169,212641,158036,206232,350731,275903,282098
8232,10,7085,0,127205,957,6462,8300,0
8233,41,111523,93285,65858,49299,46543,54851,56987
8234,58,0,15863,26482,66336,25485,140456,115269
8235,83,7902,298891,74159,91112,59446,115557,251229
8236,10,21551,33715,8587,30223,17092,0,24664
8237,41,66915,78594,65077,41415,53016,70613,30475
8238,133,132400,73136,151962,189141,185001,136681,195522
8239,61,84629,91678,52196,35916,143210,21339,161907
8240,15,79295,11640,0,3636,37421,23613,0
8241,45,29699,36650,26031,30305,62847,19462,4505
8242,56,59929,46715,79775,62026,171973,40213,394181
8243,118,147157,445005,186598,173598,164345,345980,181131
8244,27,8493,15894,23906,14349,74871,7539,47875
8245,91,79945,166740,48052,60616,31704,25101,45948
8246,179,82703,139082,204676,190318,356725,308296,121351
8247,103,59387,47197,78228,35811,51784,43774,51019
8248,12,13088,20787,5084,0,0,11796,33956
8249,10,11317,10815,0,13303,0,0,17412
8250,71,72406,43935,36775,63989,95693,40160,87114
8251,69,626836,152564,120946,302414,0,16085,16893
8252,45,40935,18645,39881,28547,21744,58828,55490
8253,25,7617,51669,32166,20610,15019,22123,99242
8254,21,23804,0,79855,50523,66912,51441,60783
8255,183,115293,205025,184557,115765,235043,162285,248838
8256,24,21983,36362,39543,13711,36410,0,34350
8257,48,47766,18232,39419,20397,53460,52331,70604
8258,571,280377,367989,185658,202573,214462,180373,297524
8259,131,416078,180039,630635,152918,289085,319225,822732
8260,17,15116,4120,53531,6119,0,27988,59690
8261,36,9998,14484,53723,35465,46826,23484,58058
8262,16,79118,23898,4067,16619,45107,7720,0
8263,37,56090,0,50593,27669,49556,53939,88071
8264,18,36607,55624,30957,59063,29784,2145,17434
8265,13,21058,38629,19320,0,10275,20804,0
8266,33,18088,22744,108800,25523,32586,30990,2816
8267,30,17909,46972,113545,25728,19215,4826,2185
8268,76,217477,154668,39317,169742,175267,19667,60230
8269,48,16630,12546,24042,26606,40758,48791,80636
8270,32,38516,33695,59812,60784,36915,49628,35004
8271,24,1889,32437,45620,17364,12956,92887,29270
8272,63,57371,168357,36855,72659,74436,289146,108862
8273,15,5894,10568,26472,8842,0,0,0
8274,37,8856,31932,19884,82990,148983,75598,1464
8275,41,50789,8467,87730,23324,44702,9866,168775
8276,38,39993,52463,104237,63604,65658,37982,9078
8277,149,165008,218524,107929,186873,58771,110409,120193
8278,45,31687,28430,55812,44340,61289,132498,79038
8279,46,8561,123303,60106,105188,52186,44181,77823
8280,49,59289,522201,183163,92186,77874,170823,186954
8281,22,3926,14297,11344,201215,0,83738,68472
8282,44,25428,10631,64253,2394,30077,23751,29046
8283,52,58118,7437,40944,31103,8799,24375,1239
8284,57,94668,230648,238717,127350,88008,82506,81674
8285,36,0,0,88239,27403,139972,191306,68135
8286,26,11808,0,70047,18358,45815,23119,228624
8287,77,31815,42501,46323,13418,22633,34165,35227
8288,10,0,15451,6779,0,25668,0,14641
8289,32,25290,60199,66986,24033,8495,26272,35364
8290,29,12231,26762,22065,30090,18740,10295,27232
8291,22,27022,0,50966,10926,25466,19088,48090
8292,45,53366,12824,30742,20574,47969,19924,8785
8293,28,38035,18047,11355,59303,31535,20374,38449
8294,91,6790,94664,148998,100017,112807,228042,148855
8295,159,75082,194691,160751,45228,217745,109186,74335
8296,44,7872,21116,40944,56492,30988,51171,122835
8297,2,0,0,22144,0,0,0,14641
8298,10,0,30696,0,1774,104170,0,6757
8299,7,36115,0,11298,3547,40454,14154,0
8300,28,5904,20293,49780,30188,10114,35772,44115
8302,53,272171,69509,78533,158202,32808,16279,109751
8303,110,65429,78008,128786,154191,142626,176808,144372
8304,19,11209,62486,20054,19386,1052,10937,14618
8305,20,2460,0,10056,0,1932,130740,15992
8306,17,77888,6902,29262,5764,21218,24074,0
8307,38,25625,38856,77086,17170,39442,49606,28234
8308,61,119247,76844,223589,53209,183623,208752,171433
8309,43,16187,46828,27159,22259,34538,14261,43868
8310,79,105321,30964,22188,32937,13250,48187,78318
8311,122,116405,254143,146491,193640,400832,184356,498919
8312,29,96478,32480,15783,5667,25517,25286,8987
8313,49,5117,94460,40380,38797,47331,20910,0
8314,27,4920,15451,39362,61191,73707,25672,64645
8315,59,34442,69633,84340,33521,104372,33244,40544
8316,22,5904,14153,0,6208,32869,32524,169857
8317,20,19288,11485,16371,3724,9599,24256,1171
8319,66,52115,45510,339281,41202,38795,124798,74860
8320,42,55304,38174,74906,21629,155353,134150,19034
8321,96,30504,103931,77003,50017,27809,13834,20837
8322,25,0,17717,36889,38843,8839,48105,18977
8323,52,186586,17006,30742,10083,45786,10444,17208
8324,40,17024,204039,73382,62248,63494,75815,53158
8325,50,170945,71757,71132,32982,78128,46583,57888
8326,24,32337,0,30504,11848,32869,12482,9573
8327,8,32179,0,74680,29133,0,16085,0
8328,66,101358,22661,32595,89347,103664,177793,221181
8329,23,25585,0,29442,19901,10873,35859,40613
8330,41,23834,23444,13862,62424,44864,18658,63520
8331,33,31491,12031,13987,11333,8395,29403,15305
8332,38,27455,49898,27816,85040,5927,60630,40926
8333,27,49055,105069,0,7352,1092,2724,75605
8334,51,33615,28328,31295,78486,42982,69283,75570
8335,39,9250,35526,30392,35404,38472,18980,21399
8336,32,18982,19263,138153,14899,55756,129753,190658
8337,21,30702,0,0,0,59619,78549,39834
8338,37,20665,25990,3118,22570,29632,22412,108624
8340,16,14712,6355,4859,3858,28571,0,9234
8341,8,3936,23898,0,44644,7423,3217,2252
8342,126,56682,93481,195031,155161,104778,82558,123289
8343,53,9742,29295,4633,73217,150387,95974,97306
8344,116,112455,96107,289660,122373,52591,161055,121115
8345,44,86990,37084,21580,14368,41436,128670,109864
8346,29,107754,0,57959,84303,61188,108499,85244
8347,94,76451,30748,42786,48094,56442,111899,162158
8348,31,23893,52977,4745,46604,41485,17801,51784
8349,49,40641,62732,310583,102961,62200,50400,315343
8350,13,21452,26473,4508,10154,0,38722,4494
8351,21,100177,4120,24065,203971,173954,0,109019
8352,5,78724,18799,0,20664,4652,0,0
8353,150,185916,127781,71378,21514,86897,39023,101011
8354,38,65715,33375,88916,58728,85895,209128,238197
8355,28,12793,1751,0,3707,64383,36341,30510
8356,2,0,7211,0,0,0,5898,0
8357,142,88955,93182,139072,74696,97687,95470,52257
8358,20,19682,13907,49147,13036,27003,32493,26579
8359,7,0,0,49712,28290,7079,0,0
8360,13,0,2060,85300,8868,27306,8579,11262
8361,29,5904,46528,10474,25302,36873,1930,2725
8362,130,6584,65626,100355,74099,54452,121123,257536
8363,21,0,46241,33894,7095,56333,15764,16893
8364,48,30998,72312,61428,82795,78388,32171,32403
8365,18,44479,2029,25760,20663,46240,118118,103928
8366,36,9053,44601,89028,43099,61389,10938,28607
8367,21,1948,11269,0,28024,15513,36921,12208
8368,32,9447,0,42854,0,12461,28462,93848
8369,17,46545,52844,77110,0,13350,115813,3942
8370,26,13777,0,480847,53671,587993,2681,457293
8371,30,14415,1133,21388,25107,6270,7238,11195
8372,52,70852,60157,120528,46293,0,46754,11825
8373,77,75211,13505,51147,9205,31736,34239,43450
8374,7,24995,26782,0,6119,7737,0,0
8375,52,10283,21405,40797,19563,76197,74914,41422
8376,32,8354,91873,63270,92931,19923,24557,0
8377,123,42295,97550,20087,109152,96454,112801,78083
8378,100,48711,333748,335323,66237,126368,79032,12163
8379,80,82949,37990,55859,63329,17982,23205,17771
8380,50,52924,46129,36561,34091,28722,72297,91065
8381,45,106273,34815,9038,13303,20227,9866,25116
8382,34,51013,17903,31341,8992,35064,237512,30971
8383,201,106244,118121,190260,269270,193948,264876,112006
8384,50,32966,59229,44096,51481,58213,59579,49387
8385,36,7430,41924,3830,69517,23261,37586,162177
8386,59,48749,5212,15761,8594,70268,52514,96552
8387,338,83714,277487,187666,190181,239406,213142,330147
8388,10,6918,7190,4632,7201,0,5308,301131
8389,149,80791,18262,227079,38613,80534,109945,92712
8390,279,21256,102491,177539,67489,89153,373734,541179
8391,34,33408,47465,10393,1774,27508,34508,29620
8392,70,97913,258307,263244,143666,242827,11796,88408
8393,169,73742,220774,93017,236713,63885,186446,107668
8394,33,15411,54451,27929,12664,10538,16450,155510
8395,29,99686,44478,52988,2927,72342,90721,72755
8396,5,0,3337,0,0,0,1115,17502
8397,68,27270,50978,36119,52174,60915,45810,30576
8398,63,48543,41924,64897,116146,77944,21683,62100
8399,23,33458,10300,30719,38135,29674,17157,12951
8400,30,30280,25803,6722,14721,39150,8556,2568
8401,81,91340,128141,38798,62496,16909,100074,121012
8402,15,63856,38443,0,15209,9709,0,13211
8403,3,19681,28327,0,0,0,0,0
8404,214,197891,173880,123081,243580,164899,191157,338079
8405,25,21552,25329,0,15076,29511,21983,34833
8406,38,19680,8240,44402,29798,58456,15870,16218
8407,75,129768,125949,118933,35668,193370,85326,123501
8408,26,244046,449220,73833,50186,16263,0,0
8409,22,19139,24320,8791,0,2427,6005,48755
8410,424,122817,140573,310963,151621,303330,395848,349121
8411,77,44084,72517,46604,156086,94865,67879,9348
8412,55,11612,5150,0,88453,192458,177623,97241
8413,1,13580,0,0,0,0,0,0
8414,194,147746,421432,179603,188807,182942,261908,303182
8415,24,19287,65668,67901,53201,21895,6917,3942
8416,30,19682,58086,36267,50994,31858,74764,110597
8417,28,159644,95570,42707,51526,78734,0,0
8418,122,63503,141464,48140,69313,69866,166994,157843
8419,16,12989,18645,24698,0,3034,12011,2816
8420,73,23363,146003,60591,133070,196913,322273,2365408
8421,75,72101,46869,62821,47182,9992,25200,0
8422,53,62290,15945,125488,85226,3730926,32427,39868
8423,37,6141,97446,22370,153849,58963,41016,80885
8424,24,59486,78647,25636,38400,6826,24557,40207
8425,35,21256,40483,18359,106987,17921,40846,43844
8426,0,0,0,0,0,0,0,0
8427,11,0,6366,13998,1153,0,140874,11724
8428,27,34226,111765,51553,17949,64696,51793,49260
8429,45,47420,13536,50208,85616,21196,6970,23380
8430,9,0,43325,0,4612,28419,0,0
8431,33,185141,142151,122064,71098,76255,143716,160375
8432,15,33103,39329,8779,16052,11216,9330,8717
8433,29,14072,30995,16947,64917,35802,34743,21738
8434,42,82758,57459,6191,51046,39747,134097,82441
8435,29,43840,46591,48446,126694,93915,132628,95977
8436,248,198949,149899,329188,148513,173641,170407,120654
8437,36,15548,4120,75753,24832,52268,89775,76201
8438,13,30605,0,45758,27315,7080,25951,0
8439,25,3247,3337,116799,22384,186847,9587,155126
8440,20,0,0,111060,32690,57647,27001,11150
8441,59,42413,26401,68490,48793,20793,25059,55884
8442,36,65321,676395,9016,35899,29156,35784,11262
8443,182,110980,126085,134988,93237,77265,87085,171320
8444,51,52489,52617,116596,53371,15089,49123,52539
8445,39,19632,17429,33895,45920,8213,57905,2365
8446,48,48513,18439,87560,38666,103765,73991,114099
8447,99,48768,48825,100362,52227,73481,0,0
8448,47,64584,23661,44142,36432,77127,51697,97688
8449,10,6396,0,4576,1738,0,10187,22074
8450,27,0,17665,17512,7689,52247,45789,36410
8451,17,6141,6181,0,35827,8698,10723,35251
8452,17,9841,42440,32086,24388,28317,43966,0
8453,59,100965,76187,130820,106765,119614,63376,170410
8454,12,0,10548,12902,8868,4551,1180,96777
8455,80,141606,70146,90633,35047,90652,73746,75693
8456,18,56681,13391,31069,11255,5451,4697,23967
8457,6,0,3605,5875,0,7889,21447,15148
8458,51,34589,29595,31444,73252,72464,31549,39496
8459,263,165236,219829,222351,204856,345334,372879,289223
8460,43,0,53452,5084,38790,70492,85550,79521
8461,70,7705,55820,47339,44698,47020,99639,0
8463,33,59289,67224,32968,6474,16333,217362,8447
8464,75,81332,74628,126876,105516,185929,80963,47414
8465,12,28144,16481,0,17205,26801,0,10136
8466,5,0,0,0,7538,71705,0,0
8467,20,74788,121747,3378,8850,7575,13233,21961
8468,57,315105,45099,57112,47313,51206,74174,22355
8469,46,49932,74506,213827,94024,49971,91063,82091
8470,26,52942,56654,61055,39304,32364,11989,36027
8471,464,252591,252181,290331,138586,195679,186223,257653
8472,24,21551,21632,47170,106332,39746,29275,26804
8473,157,66720,74367,72460,71577,102002,74329,141781
8475,155,85638,53626,63508,54044,94762,87169,22277
8476,219,0,0,0,0,258054,431873,498195
8477,466,432477,440888,391408,402611,455359,357401,405882
8478,4,0,0,0,9134,0,10616,3379
8479,37,47233,81891,37148,82636,60380,41843,1126
8480,12,7990,6232,0,8868,5967,1716,23876
8481,20,65164,0,45791,8159,60600,101958,5631
8482,18,19229,14298,23930,6563,6928,10584,4798
8483,43,44961,54370,33284,89536,36349,34670,0
8484,41,89845,56923,268567,388957,69723,87997,0
8485,108,473186,711789,467154,165571,158865,259748,60872
8486,10,3936,1442,8304,11706,24586,3646,0
8487,55,41793,76669,75969,77421,60198,129368,137579
8488,55,30376,44242,11750,15953,39989,110601,44283
8489,188,253133,238799,218743,152627,161669,189694,285728
8490,42,207831,44027,94632,48617,88070,9222,33155
8491,60,183172,99517,77843,6208,11024,229169,104446
8492,25,6455,9303,83936,1153,6382,9930,11938
8493,542,165327,214146,221639,163418,222410,205398,316428
8494,99,46938,68211,106146,134907,166662,154461,55457
8495,20,6692,5109,0,76756,321306,8579,338984
8496,20,25930,20602,1469,43260,15676,30412,47730
8497,15,0,32840,15863,2838,17193,17854,30407
8498,151,172386,72085,233691,86361,107455,185807,193406
8499,28,5314,28533,3616,5409,25932,62239,37368
8500,29,82760,42583,41079,27234,5056,18240,35477
8501,38,17940,52607,21682,56642,6402,140199,42233
8502,81,13284,81243,29263,0,138536,376897,336267
8503,25,246988,45747,0,11351,77592,0,0
8504,44,7380,20086,49283,47623,91709,30992,244572
8505,9,0,0,0,19954,10113,18230,7320
8506,47,39066,191391,78522,37424,69278,205460,58338
8507,31,8660,8756,8676,15094,9405,76511,17354
8508,14,129305,17923,4519,19511,0,18766,7456
8509,9,0,0,0,0,70087,79889,98656
8510,4,0,0,2825,1419,8071,0,0
8511,62,128911,114852,99761,151252,48545,104244,57550
8512,4,12596,0,44401,0,0,0,0
8513,15,4989,5140,7106,7333,0,35441,0
8514,88,149901,236890,218291,106898,124598,109657,182131
8515,11,41133,9786,6666,152537,0,23484,33787
8516,27,97185,22230,54005,13302,2832,19645,27818
8517,18,103326,32962,197716,22260,87987,234843,13515
8518,353,169228,214056,330128,137802,224434,232447,219294
8519,18,0,70870,15704,134711,0,177258,5068
8520,78,26896,67944,53439,51859,67418,71396,75198
8521,41,153887,79667,9072,92162,70886,139726,23651
8522,63,155501,87187,178057,91168,130181,63793,89749
8523,7,0,0,8813,3547,21319,7978,8447
8524,55,113884,123374,140503,178625,61268,85809,195176
8525,60,55599,27997,71922,31793,43084,48222,78464
8526,7,8856,0,11072,0,39484,0,0
8527,11,9132,17717,2474,10686,0,3753,0
8528,28,1023,14236,94803,211350,59548,8171,61536
8529,72,98012,38958,188418,48687,20429,109466,120910
8530,274,1179535,810111,573737,967187,699324,1105092,776171
8531,65,49280,9353,60084,23634,22695,41446,102838
8532,37,25389,0,14912,37611,26346,44976,17458
8533,26,20822,4027,63552,16850,10923,50294,109513
8534,26,40189,0,35860,100992,42679,25146,26804
8535,13,60964,31572,30504,31571,0,0,3773
8536,51,78714,69561,38075,87631,30877,18552,43901
8537,42,0,24207,187210,13480,42073,0,20948
8538,30,21256,103689,75562,129929,42194,149763,75615
8539,47,928179,319924,716638,187397,347198,35516,275926
8540,56,0,34507,351879,154930,610092,168250,245010
8541,20,13777,8034,26099,25718,6068,25736,26466
8542,38,102844,41595,19060,24458,46522,607073,85887
8543,65,1574,32582,70072,28087,87129,71567,88872
8544,284,62673,89908,151018,201924,150491,162068,405245
8545,26,35820,18233,13524,64038,44449,8257,57101
8546,48,3444,16769,97117,29025,23767,99535,49093
8547,82,28703,24567,22764,25326,31524,11987,34527
8548,28,122121,82407,42368,177190,142075,7292,176323
8549,41,12784,30799,20156,69705,22908,123353,86348
8550,39,18107,16492,15094,49768,31342,19667,11150
8551,20,3641,49650,7457,53920,6270,2145,18470
8552,413,507276,180892,304112,360971,474060,313060,237581
8553,35,13777,5284,51407,29700,73788,63644,65164
8554,37,7675,6799,96034,3831,79402,156315,106643
8555,64,67801,112794,118798,108593,115792,164422,162458
8556,38,4428,27503,18077,36804,7180,26272,64759
8557,38,9840,46354,30957,40972,46522,74742,53608
8558,37,29816,109189,11298,49254,43186,75955,50815
8559,46,33172,48435,58411,48670,14654,14102,55263
8560,101,205888,98116,146818,88248,104779,90601,83520
8562,43,15440,23795,66094,24822,38684,50465,99199
8563,24,25674,76834,10519,14190,58152,5362,33675
8564,106,229602,110775,35974,106120,148872,48040,264010
8565,9,94469,223220,0,289996,157468,290068,0
8566,27,33044,94293,55678,77643,34589,45950,70434
8567,7,0,0,0,4895,0,29381,23538
8568,24,61897,15431,33216,12859,82677,53456,33787
8569,50,38869,102801,65190,100044,77612,57799,313249
8570,3,24237,0,0,0,27408,53617,0
8571,172,95127,229162,118471,66653,78288,107017,106317
8572,41,73233,5150,33657,106109,49517,127201,111766
8573,31,24995,16470,29273,93242,73121,106085,50038
8574,68,26972,86289,15715,36095,49515,33297,20092
8575,99,155588,88876,104068,71878,46776,120168,113434
8576,30,0,29501,52672,0,11621,93765,37617
8577,77,24325,41463,258680,67338,86725,242188,318845
8578,14,4664,0,2260,19759,10729,14810,3694
8579,27,12792,0,14112,34320,211273,13940,38855
8580,49,37372,21528,10824,9027,46885,8761,38798
8581,23,5894,1978,34798,20735,3236,16686,0
8582,25,36685,51143,11513,31615,1214,37703,60569
8583,77,77510,45622,27478,17497,36306,11099,21285
8584,33,91046,84703,45667,25717,12035,0,11262
8585,85,126067,359592,96915,370184,133742,157976,194263
8586,45,28291,50515,25172,116629,9800,67878,89534
8587,87,137473,102576,128675,100521,69390,124787,204139
8588,69,126087,28698,29939,15547,48625,21940,32549
8589,37,1968,6056,191650,176205,93399,42636,8053
8590,64,13727,78338,150976,69563,61854,50401,49419
8591,62,48162,59847,36199,41308,74125,45746,31354
8592,14,34215,0,11185,0,3024,15334,1408
8593,242,118219,167879,388737,138454,167377,143209,159614
8594,30,58385,38031,56806,71435,31705,0,135575
8595,399,215664,193931,361752,544990,338307,491621,1051280
8596,67,120208,29871,38502,47581,17193,37638,64082
8597,29,38978,55625,31295,28059,28874,26745,58969
8598,87,69455,55964,98441,133736,61441,144541,126440
8599,26,13284,0,5650,26517,32191,3217,35363
8600,54,50433,27751,92035,72418,43012,60554,35803
8601,32,9319,9992,17490,21728,34963,39107,82337
8602,32,0,2060,36041,30596,112969,172765,201065
8603,14,4920,9271,12089,13569,6473,31956,6757
8604,4,0,0,0,31838,0,0,40466
8605,34,68175,90339,43385,17914,23464,51804,38517
8606,38,4428,18005,34008,84693,81717,5791,6757
8607,695,238608,365877,448014,356104,210797,288070,321380
8608,27,78381,23414,9862,1197,2984,20975,7625
8609,44,58059,81099,98993,73961,31958,45145,71650
8610,128,229385,219645,202032,153624,173561,186609,180039
8611,93,23617,23176,32203,34766,16181,29423,61150
8612,38,65639,34404,42277,30685,26195,17587,42888
8613,10,17812,0,11298,8868,65537,10723,21060
8614,359,196047,121558,124841,171084,215984,259665,363668
8615,63,13993,83984,163686,153236,148610,67407,47560
8616,21,16335,4769,39521,23430,11216,10659,2816
8617,88,0,103936,64590,98963,80260,132872,308517
8618,7,0,0,0,47889,13431,165140,0
8619,19,7232,16328,20427,87601,0,7978,6589
