고객번호,차량용품구매횟수,차량용품1,차량용품2,차량용품3,차량용품4,차량용품5,차량용품6
11232,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11233,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11234,1.0,8069.0,0.0,0.0,0.0,0.0,0.0
11235,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11236,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11237,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11238,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11239,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11240,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11241,5.0,0.0,7211.0,10055.0,7804.0,0.0,1705.0
11242,2.0,0.0,0.0,4790.0,0.0,4956.0,0.0
11243,1.0,0.0,0.0,0.0,14012.0,0.0,0.0
11244,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11245,1.0,0.0,3956.0,0.0,0.0,0.0,0.0
11246,1.0,10726.0,0.0,0.0,0.0,0.0,0.0
11247,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11248,2.0,0.0,0.0,0.0,0.0,2326.0,20374.0
11249,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11250,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11251,3.0,0.0,3811.0,1299.0,0.0,0.0,36996.0
11252,4.0,0.0,0.0,0.0,0.0,0.0,21361.0
11253,3.0,0.0,12413.0,0.0,5126.0,3823.0,0.0
11254,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11255,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11256,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11258,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11259,2.0,0.0,0.0,27635.0,0.0,0.0,0.0
11260,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11261,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11262,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11263,2.0,36204.0,0.0,0.0,0.0,0.0,0.0
11264,5.0,4822.0,6078.0,6214.0,4878.0,0.0,5362.0
11265,11.0,0.0,0.0,31239.0,56580.0,27610.0,52544.0
11266,6.0,10627.0,0.0,21127.0,0.0,2326.0,21447.0
11267,22.0,0.0,5975.0,161607.0,127785.0,16110.0,14906.0
11268,2.0,0.0,0.0,0.0,0.0,0.0,79032.0
11269,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11270,3.0,0.0,0.0,0.0,0.0,0.0,30035.0
11271,4.0,0.0,0.0,14800.0,36715.0,0.0,20224.0
11272,2.0,37099.0,0.0,0.0,0.0,0.0,0.0
11273,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11274,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11275,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11276,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11277,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11278,2.0,0.0,0.0,0.0,2297.0,4288.0,0.0
11279,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11280,1.0,2805.0,0.0,0.0,0.0,0.0,0.0
11281,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11282,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11283,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11284,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11285,1.0,1269.0,0.0,0.0,0.0,0.0,0.0
11286,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11287,3.0,0.0,0.0,1525.0,0.0,0.0,59000.0
11288,1.0,1328.0,0.0,0.0,0.0,0.0,0.0
11289,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11290,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11291,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11292,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11293,9.0,0.0,13288.0,15161.0,7006.0,16697.0,965.0
11294,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11295,11.0,9644.0,38628.0,11185.0,10642.0,0.0,58978.0
11296,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11297,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11298,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11299,1.0,15637.0,0.0,0.0,0.0,0.0,0.0
11300,9.0,21452.0,24207.0,0.0,4744.0,40050.0,3539.0
11301,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11302,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11303,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11304,4.0,0.0,23177.0,9038.0,0.0,0.0,0.0
11305,3.0,2460.0,0.0,0.0,16761.0,0.0,0.0
11306,1.0,0.0,0.0,0.0,7990.0,0.0,0.0
11307,4.0,0.0,12752.0,22811.0,4523.0,0.0,0.0
11309,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11310,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11311,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11312,2.0,0.0,0.0,5423.0,0.0,4855.0,0.0
11313,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11314,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11315,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11316,5.0,1328.0,0.0,0.0,1330.0,14300.0,0.0
11317,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11318,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11319,1.0,0.0,0.0,0.0,0.0,18609.0,0.0
11320,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11321,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11322,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11323,3.0,0.0,0.0,4406.0,0.0,16080.0,0.0
11324,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11325,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11326,2.0,0.0,0.0,0.0,0.0,0.0,13822.0
11327,3.0,0.0,20396.0,0.0,0.0,18204.0,0.0
11328,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11329,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11330,1.0,17221.0,0.0,0.0,0.0,0.0,0.0
11331,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11332,3.0,0.0,37804.0,0.0,0.0,0.0,6970.0
11333,1.0,4822.0,0.0,0.0,0.0,0.0,0.0
11334,1.0,0.0,13185.0,0.0,0.0,0.0,0.0
11335,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11336,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11337,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11338,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11339,1.0,0.0,0.0,0.0,0.0,11115.0,0.0
11340,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11341,1.0,0.0,1391.0,0.0,0.0,0.0,0.0
11342,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11343,4.0,0.0,0.0,26245.0,4878.0,0.0,10616.0
11344,1.0,6888.0,0.0,0.0,0.0,0.0,0.0
11345,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11346,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11347,5.0,0.0,0.0,0.0,6909.0,9405.0,42786.0
11348,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11349,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11350,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11351,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11352,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11353,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11354,1.0,0.0,0.0,0.0,3370.0,0.0,0.0
11355,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11356,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11357,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11358,3.0,0.0,0.0,20901.0,0.0,5097.0,0.0
11359,4.0,0.0,0.0,90158.0,8948.0,6068.0,0.0
11360,1.0,0.0,0.0,5423.0,0.0,0.0,0.0
11361,3.0,0.0,7417.0,11976.0,14012.0,0.0,0.0
11362,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11363,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11364,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11365,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11366,2.0,16729.0,0.0,0.0,0.0,0.0,5576.0
11367,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11368,2.0,23519.0,0.0,0.0,0.0,7373.0,0.0
11369,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11370,4.0,0.0,0.0,0.0,30055.0,0.0,9265.0
11371,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11372,4.0,17359.0,0.0,34007.0,10198.0,0.0,0.0
11373,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11374,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11375,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11376,2.0,0.0,0.0,0.0,0.0,66649.0,0.0
11377,2.0,0.0,0.0,0.0,8780.0,3337.0,0.0
11378,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11379,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11380,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11381,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11382,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11383,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11384,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11385,1.0,0.0,2987.0,0.0,0.0,0.0,0.0
11386,5.0,0.0,0.0,0.0,0.0,52924.0,4504.0
11387,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11388,5.0,15941.0,0.0,0.0,7804.0,0.0,49328.0
11389,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11390,3.0,7085.0,0.0,7344.0,0.0,0.0,14906.0
11391,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11392,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11393,6.0,0.0,0.0,56829.0,0.0,6574.0,28738.0
11394,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11395,1.0,0.0,0.0,0.0,0.0,5967.0,0.0
11396,1.0,0.0,0.0,0.0,12859.0,0.0,0.0
11397,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11398,1.0,0.0,0.0,6214.0,0.0,0.0,0.0
11399,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11400,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11401,5.0,0.0,37845.0,0.0,0.0,0.0,22733.0
11402,1.0,0.0,0.0,0.0,0.0,0.0,1072.0
11403,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11404,4.0,9643.0,0.0,0.0,0.0,2224.0,0.0
11405,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11406,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11407,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11408,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11409,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11410,5.0,0.0,0.0,0.0,10199.0,7595.0,10616.0
11411,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11412,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11413,15.0,11799.0,2874.0,27229.0,20211.0,35700.0,43430.0
11414,5.0,0.0,0.0,14721.0,1020.0,1365.0,24557.0
11415,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11416,1.0,0.0,0.0,18642.0,0.0,0.0,0.0
11417,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11418,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11419,2.0,0.0,0.0,3265.0,2563.0,0.0,0.0
11420,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11421,3.0,20557.0,0.0,0.0,0.0,0.0,4890.0
11422,7.0,6200.0,0.0,53666.0,21461.0,12298.0,0.0
11423,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11424,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11425,1.0,0.0,0.0,0.0,0.0,0.0,4182.0
11426,1.0,0.0,33849.0,0.0,0.0,0.0,0.0
11427,3.0,0.0,0.0,43938.0,0.0,0.0,0.0
11428,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11429,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11430,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11431,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11432,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11433,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11434,4.0,0.0,8756.0,0.0,0.0,23767.0,26594.0
11435,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11436,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11437,1.0,0.0,0.0,2147.0,0.0,0.0,0.0
11438,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11439,1.0,7676.0,0.0,0.0,0.0,0.0,0.0
11440,2.0,0.0,0.0,11524.0,0.0,0.0,0.0
11441,1.0,0.0,5665.0,0.0,0.0,0.0,0.0
11442,7.0,0.0,0.0,26087.0,40395.0,9203.0,0.0
11443,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11444,4.0,0.0,0.0,8948.0,25355.0,0.0,0.0
11445,15.0,102982.0,21013.0,87222.0,16123.0,25456.0,23377.0
11446,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11447,2.0,7774.0,0.0,0.0,0.0,0.0,5501.0
11448,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11449,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11450,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11451,1.0,0.0,0.0,0.0,0.0,2528.0,0.0
11452,4.0,4428.0,0.0,0.0,11263.0,40353.0,0.0
11453,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11454,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11455,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11456,5.0,5855.0,0.0,0.0,6075.0,0.0,1062.0
11457,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11458,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11459,5.0,0.0,0.0,3265.0,29088.0,1163.0,11678.0
11460,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11462,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11463,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11464,2.0,0.0,15451.0,0.0,0.0,0.0,11796.0
11465,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11466,4.0,1328.0,1185.0,0.0,9933.0,0.0,0.0
11467,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11468,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11469,1.0,0.0,0.0,0.0,70770.0,0.0,0.0
11470,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11471,1.0,0.0,0.0,0.0,0.0,0.0,5576.0
11472,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11473,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11474,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11475,1.0,0.0,0.0,0.0,0.0,0.0,5212.0
11476,18.0,1328.0,10187.0,44627.0,151614.0,134763.0,0.0
11477,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11478,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11479,3.0,0.0,2781.0,0.0,8780.0,1163.0,0.0
11480,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11481,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11482,7.0,0.0,0.0,62196.0,0.0,1365.0,1930.0
11483,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11484,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11485,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11486,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11487,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11488,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11489,4.0,0.0,4944.0,0.0,0.0,4956.0,5898.0
11490,3.0,0.0,5552.0,0.0,6208.0,0.0,0.0
11491,1.0,0.0,0.0,0.0,14633.0,0.0,0.0
11492,1.0,0.0,0.0,0.0,8780.0,0.0,0.0
11493,3.0,0.0,10198.0,0.0,0.0,0.0,7721.0
11494,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11495,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11496,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11497,2.0,0.0,0.0,0.0,0.0,14968.0,0.0
11498,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11499,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11500,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11501,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11502,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11503,1.0,0.0,0.0,0.0,11352.0,0.0,0.0
11504,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11505,2.0,0.0,15451.0,0.0,10199.0,0.0,0.0
11506,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11507,1.0,0.0,0.0,0.0,11334.0,0.0,0.0
11508,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11509,2.0,15794.0,0.0,0.0,0.0,0.0,0.0
11510,1.0,0.0,0.0,0.0,0.0,1163.0,0.0
11511,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11512,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11513,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11514,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11515,1.0,0.0,0.0,0.0,0.0,0.0,9437.0
11516,1.0,0.0,0.0,0.0,8638.0,0.0,0.0
11517,1.0,2854.0,0.0,0.0,0.0,0.0,0.0
11518,1.0,0.0,6696.0,0.0,0.0,0.0,0.0
11519,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11520,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11521,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11522,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11523,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11524,16.0,0.0,13906.0,137125.0,0.0,20127.0,9008.0
11525,19.0,11514.0,5954.0,63699.0,45122.0,40070.0,26615.0
11526,1.0,0.0,0.0,0.0,0.0,7585.0,0.0
11527,11.0,0.0,24454.0,104382.0,1756.0,0.0,26390.0
11528,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11529,2.0,0.0,0.0,31634.0,0.0,0.0,0.0
11530,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11531,1.0,0.0,5665.0,0.0,0.0,0.0,0.0
11532,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11533,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11534,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11535,1.0,1328.0,0.0,0.0,0.0,0.0,0.0
11536,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11537,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11538,1.0,0.0,0.0,0.0,0.0,0.0,5791.0
11539,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11540,9.0,5117.0,0.0,0.0,4612.0,42881.0,9640.0
11541,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11543,1.0,0.0,3276.0,0.0,0.0,0.0,0.0
11544,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11545,6.0,4920.0,1185.0,9490.0,0.0,0.0,7496.0
11546,8.0,1328.0,0.0,0.0,39882.0,0.0,5898.0
11547,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11548,1.0,0.0,0.0,0.0,0.0,0.0,5576.0
11549,12.0,32621.0,25227.0,22370.0,6811.0,14968.0,1930.0
11550,1.0,0.0,0.0,0.0,0.0,0.0,4600.0
11551,3.0,2263.0,18016.0,0.0,0.0,0.0,0.0
11552,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11553,1.0,4822.0,0.0,0.0,0.0,0.0,0.0
11554,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11555,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11556,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11557,1.0,16237.0,0.0,0.0,0.0,0.0,0.0
11558,1.0,0.0,0.0,0.0,5232.0,0.0,0.0
11559,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11560,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11561,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11562,1.0,0.0,0.0,0.0,3760.0,0.0,0.0
11563,1.0,0.0,0.0,0.0,0.0,0.0,3528.0
11564,11.0,0.0,14679.0,2260.0,15112.0,20025.0,20074.0
11565,2.0,0.0,0.0,0.0,0.0,0.0,6488.0
11566,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11567,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11568,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11569,3.0,45355.0,6284.0,0.0,0.0,0.0,0.0
11570,1.0,0.0,0.0,10067.0,0.0,0.0,0.0
11571,3.0,0.0,11331.0,0.0,12779.0,39241.0,0.0
11572,2.0,6987.0,0.0,0.0,6917.0,0.0,0.0
11573,3.0,0.0,16172.0,4508.0,4682.0,0.0,0.0
11574,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11575,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11577,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11578,1.0,0.0,0.0,0.0,0.0,0.0,12868.0
11579,1.0,4723.0,0.0,0.0,0.0,0.0,0.0
11580,2.0,1328.0,0.0,0.0,4674.0,0.0,0.0
11581,9.0,0.0,0.0,24494.0,2040.0,0.0,37596.0
11582,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11583,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11584,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11585,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11586,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11587,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11588,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11589,4.0,0.0,30388.0,5762.0,0.0,12642.0,1072.0
11590,1.0,13678.0,0.0,0.0,0.0,0.0,0.0
11591,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11592,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11593,5.0,0.0,0.0,0.0,0.0,3034.0,18498.0
11594,4.0,1132.0,0.0,2598.0,0.0,0.0,1705.0
11595,3.0,0.0,10095.0,0.0,5764.0,0.0,0.0
11596,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11597,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11598,5.0,43101.0,0.0,6214.0,0.0,5158.0,5362.0
11599,1.0,1132.0,0.0,0.0,0.0,0.0,0.0
11600,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11601,3.0,0.0,0.0,44831.0,0.0,0.0,11152.0
11602,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11603,2.0,0.0,0.0,0.0,7184.0,0.0,0.0
11604,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11605,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11606,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11607,3.0,0.0,9250.0,5073.0,13214.0,0.0,0.0
11608,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11609,5.0,1132.0,0.0,80555.0,10642.0,0.0,10616.0
11610,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11611,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11612,3.0,0.0,10569.0,0.0,0.0,0.0,0.0
11613,2.0,0.0,0.0,6203.0,0.0,3216.0,0.0
11614,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11615,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11616,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11617,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11618,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11619,4.0,0.0,0.0,7186.0,0.0,0.0,6820.0
11620,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11621,1.0,0.0,0.0,0.0,0.0,0.0,2145.0
11622,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11623,6.0,0.0,3090.0,0.0,76082.0,0.0,18111.0
11624,5.0,0.0,1638.0,0.0,1410.0,5259.0,5115.0
11625,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11626,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11627,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11628,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11629,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11630,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11632,3.0,7715.0,0.0,1299.0,0.0,0.0,0.0
11633,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11634,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11635,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11636,12.0,7676.0,35836.0,87221.0,42657.0,0.0,0.0
11637,3.0,0.0,0.0,6892.0,0.0,0.0,9973.0
11638,1.0,0.0,10198.0,0.0,0.0,0.0,0.0
11639,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11640,2.0,0.0,0.0,0.0,16495.0,0.0,0.0
11641,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11642,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11643,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11644,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11645,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11646,1.0,4723.0,0.0,0.0,0.0,0.0,0.0
11647,3.0,1870.0,0.0,0.0,0.0,0.0,27924.0
11648,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11649,1.0,0.0,0.0,0.0,1020.0,0.0,0.0
11650,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11651,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11652,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11653,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11655,1.0,0.0,0.0,0.0,1286.0,0.0,0.0
11656,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11657,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11658,3.0,0.0,0.0,0.0,2394.0,12136.0,13404.0
11659,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11660,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11661,3.0,13432.0,0.0,5536.0,0.0,0.0,0.0
11662,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11663,1.0,0.0,5665.0,0.0,0.0,0.0,0.0
11664,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11665,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11666,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11667,10.0,16680.0,1185.0,0.0,14012.0,15271.0,58442.0
11668,1.0,2263.0,0.0,0.0,0.0,0.0,0.0
11669,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11670,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11671,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11672,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11673,1.0,0.0,0.0,1525.0,0.0,0.0,0.0
11674,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11675,0.0,0.0,0.0,0.0,0.0,0.0,0.0
