고객번호,기호품구매횟수,기호품1,기호품2,기호품3,기호품4,기호품5,기호품6
9272,68.0,8364.0,43912.0,45588.0,110111.0,42738.0,27023.0
9273,27.0,4920.0,19024.0,26550.0,29167.0,28016.0,15849.0
9274,51.0,4920.0,60866.0,28302.0,65219.0,73131.0,41114.0
9275,9.0,3936.0,0.0,0.0,8691.0,2023.0,63761.0
9276,32.0,24994.0,15553.0,15342.0,27493.0,17395.0,22734.0
9277,13.0,0.0,0.0,25081.0,13392.0,26012.0,19945.0
9278,32.0,34343.0,38051.0,63946.0,66690.0,30078.0,39226.0
9279,13.0,0.0,3605.0,17287.0,0.0,30845.0,9007.0
9280,4.0,9841.0,0.0,9038.0,0.0,26295.0,0.0
9281,23.0,4172.0,14977.0,17422.0,15511.0,3044.0,10938.0
9282,9.0,0.0,5150.0,43939.0,0.0,3155.0,28149.0
9283,62.0,4231.0,104563.0,57859.0,73225.0,102630.0,33940.0
9284,32.0,25290.0,16480.0,23388.0,19333.0,6472.0,24769.0
9285,172.0,203762.0,149355.0,110271.0,140645.0,119302.0,212666.0
9286,60.0,80664.0,50628.0,44402.0,46959.0,61218.0,66268.0
9287,6.0,4723.0,3059.0,62139.0,0.0,0.0,18337.0
9288,52.0,3513.0,38412.0,171970.0,42001.0,44480.0,84105.0
9289,151.0,110972.0,118189.0,164364.0,75004.0,174066.0,247307.0
9290,73.0,34284.0,18026.0,86566.0,65083.0,90615.0,33458.0
9291,220.0,110656.0,1334799.0,364156.0,289003.0,153266.0,125629.0
9292,3.0,0.0,0.0,5649.0,8868.0,0.0,10509.0
9293,25.0,13827.0,12464.0,5197.0,17666.0,31757.0,24889.0
9294,36.0,6357.0,22517.0,204178.0,32004.0,29744.0,9973.0
9295,9.0,0.0,4100.0,13535.0,7982.0,9992.0,13597.0
9296,52.0,25979.0,85128.0,32200.0,53078.0,85167.0,39333.0
9297,58.0,0.0,5150.0,188779.0,75809.0,86066.0,22241.0
9298,152.0,68334.0,186106.0,223404.0,156050.0,136598.0,127181.0
9299,49.0,117141.0,49598.0,54739.0,21196.0,34386.0,88146.0
9300,136.0,2171320.0,2138153.0,5105717.0,896625.0,890703.0,798785.0
9301,73.0,54693.0,59373.0,70464.0,74848.0,36247.0,15817.0
9302,17.0,21491.0,28935.0,33487.0,10305.0,2326.0,1930.0
9303,21.0,104922.0,29770.0,7536.0,17418.0,24788.0,6370.0
9304,1.0,0.0,0.0,0.0,2661.0,0.0,0.0
9305,77.0,11415.0,42872.0,208891.0,143284.0,198781.0,174159.0
9306,75.0,108620.0,111362.0,52141.0,72881.0,123285.0,226497.0
9307,22.0,30249.0,10301.0,5084.0,3370.0,47585.0,17640.0
9308,11.0,16227.0,6520.0,5649.0,19510.0,0.0,7721.0
9309,93.0,73990.0,32344.0,81466.0,143218.0,62796.0,88342.0
9310,98.0,3995.0,41948.0,70885.0,58814.0,77131.0,92310.0
9311,258.0,187902.0,124691.0,174023.0,144165.0,124415.0,93196.0
9312,21.0,11808.0,60518.0,0.0,134090.0,147051.0,24546.0
9313,78.0,38221.0,37082.0,55384.0,61227.0,133305.0,100264.0
9314,84.0,185505.0,101452.0,79763.0,196423.0,71726.0,143134.0
9315,25.0,111672.0,49177.0,10733.0,0.0,38148.0,86859.0
9316,17.0,155478.0,31489.0,8677.0,7928.0,46584.0,39634.0
9317,71.0,54378.0,80894.0,65676.0,50622.0,24726.0,39923.0
9318,13.0,22043.0,12773.0,15591.0,6740.0,13249.0,4075.0
9319,53.0,59524.0,51708.0,54638.0,21284.0,10862.0,29521.0
9320,63.0,57261.0,49844.0,19827.0,38399.0,24121.0,35377.0
9321,30.0,45838.0,95231.0,175233.0,29442.0,7838.0,848660.0
9322,6.0,0.0,0.0,31861.0,0.0,20024.0,5254.0
9323,42.0,9054.0,0.0,18992.0,27073.0,110612.0,10487.0
9324,35.0,36706.0,15039.0,25240.0,25230.0,51517.0,69273.0
9325,28.0,88958.0,175371.0,31883.0,0.0,72312.0,91052.0
9326,26.0,63747.0,0.0,7807.0,19794.0,74437.0,715721.0
9327,15.0,46763.0,6356.0,7796.0,7822.0,14259.0,58067.0
9328,19.0,17270.0,35744.0,10248.0,36094.0,30847.0,4612.0
9329,39.0,40149.0,29871.0,14779.0,5552.0,17548.0,53274.0
9330,155.0,99202.0,174858.0,84440.0,127378.0,197667.0,130918.0
9331,31.0,81578.0,45901.0,94022.0,35509.0,74779.0,7077.0
9332,83.0,36165.0,14040.0,39757.0,140459.0,159197.0,85409.0
9333,148.0,215510.0,195088.0,156361.0,133751.0,270567.0,67884.0
9334,1.0,7872.0,0.0,0.0,0.0,0.0,0.0
9335,36.0,69444.0,74094.0,158050.0,41548.0,92933.0,0.0
9336,58.0,0.0,18644.0,98519.0,60127.0,33375.0,57260.0
9337,35.0,15282.0,31380.0,1469.0,27474.0,3722.0,25040.0
9339,23.0,42452.0,19881.0,30166.0,38569.0,39241.0,38604.0
9340,19.0,45167.0,153483.0,30617.0,0.0,28460.0,185301.0
9341,55.0,51683.0,6180.0,26051.0,40990.0,70190.0,28523.0
9342,8.0,16336.0,6696.0,2825.0,1774.0,11124.0,0.0
9343,10.0,20911.0,18841.0,5649.0,13125.0,30148.0,6434.0
9344,113.0,94183.0,123224.0,73325.0,11342.0,19043.0,112508.0
9345,16.0,64554.0,12309.0,9604.0,21461.0,30139.0,3753.0
9346,63.0,28135.0,36579.0,73144.0,35516.0,32716.0,33263.0
9347,18.0,74631.0,11084.0,20337.0,31216.0,65818.0,22455.0
9348,12.0,0.0,25752.0,5830.0,213106.0,16182.0,0.0
9349,43.0,38270.0,55142.0,157688.0,57307.0,19823.0,142310.0
9350,181.0,121107.0,192523.0,244342.0,115503.0,146436.0,165113.0
9351,28.0,18500.0,2575.0,59652.0,15963.0,44298.0,24664.0
9352,25.0,15715.0,28595.0,7456.0,64625.0,8434.0,50378.0
9353,16.0,11218.0,11022.0,14687.0,27226.0,42477.0,41285.0
9354,21.0,16040.0,66244.0,36154.0,43490.0,34831.0,13126.0
9355,89.0,55580.0,82036.0,97625.0,188736.0,172285.0,147340.0
9356,402.0,115215.0,130846.0,208237.0,142854.0,59718.0,122939.0
9357,50.0,21658.0,31892.0,20869.0,37558.0,12135.0,30133.0
9358,20.0,35229.0,21529.0,127274.0,62611.0,20824.0,10938.0
9359,63.0,18008.0,100874.0,153541.0,35811.0,93127.0,50250.0
9360,41.0,42953.0,296500.0,214483.0,44608.0,53449.0,63461.0
9361,2.0,0.0,0.0,0.0,7272.0,0.0,7506.0
9362,18.0,37828.0,11506.0,23590.0,5383.0,8374.0,6434.0
9363,13.0,30948.0,18324.0,31589.0,2217.0,5866.0,46003.0
9364,125.0,59516.0,80553.0,195049.0,227782.0,316691.0,319781.0
9365,270.0,50293.0,58744.0,167171.0,120708.0,136557.0,122291.0
9366,46.0,28184.0,103276.0,29442.0,42408.0,23099.0,45865.0
9367,23.0,61798.0,3605.0,56491.0,27227.0,41364.0,104928.0
9368,50.0,33752.0,46693.0,47452.0,62043.0,52458.0,19344.0
9369,56.0,126865.0,111660.0,65358.0,46203.0,67377.0,37801.0
9370,283.0,66056.0,87599.0,120573.0,69615.0,83467.0,121181.0
9371,35.0,18303.0,152845.0,87560.0,85102.0,45268.0,25930.0
9372,31.0,46477.0,36362.0,65586.0,27892.0,23331.0,9694.0
9373,35.0,159819.0,95097.0,66252.0,19067.0,15292.0,68384.0
9374,11.0,11809.0,2060.0,14574.0,9755.0,17092.0,3110.0
9375,63.0,42806.0,88686.0,92868.0,111359.0,67548.0,28525.0
9376,96.0,139306.0,243367.0,85650.0,79788.0,158610.0,190478.0
9377,75.0,48216.0,60152.0,40341.0,27936.0,53550.0,2756.0
9378,21.0,103543.0,250485.0,11976.0,8381.0,19823.0,23334.0
9379,12.0,0.0,19406.0,32854.0,3095.0,42963.0,8718.0
9380,42.0,23765.0,45345.0,26076.0,42816.0,66913.0,71428.0
9381,43.0,17545.0,47384.0,86159.0,13019.0,28984.0,32332.0
9382,6.0,15941.0,4120.0,4519.0,6208.0,0.0,0.0
9383,60.0,149990.0,65370.0,56299.0,76347.0,87706.0,66066.0
9384,12.0,4733.0,12979.0,3954.0,0.0,15494.0,17158.0
9385,148.0,32828.0,49730.0,132573.0,174008.0,146235.0,162467.0
9386,11.0,11809.0,0.0,0.0,36006.0,13249.0,32384.0
9387,17.0,32375.0,20086.0,140559.0,0.0,9305.0,30884.0
9388,25.0,53169.0,12876.0,136729.0,16415.0,122660.0,74098.0
9389,23.0,89845.0,31170.0,258387.0,58443.0,10114.0,322989.0
9390,8.0,17320.0,12361.0,4858.0,7982.0,7080.0,0.0
9391,126.0,89645.0,86113.0,183986.0,248225.0,272459.0,159882.0
9392,21.0,15745.0,0.0,18303.0,43349.0,61641.0,40963.0
9393,18.0,25438.0,40585.0,49294.0,0.0,53380.0,9222.0
9394,9.0,0.0,23589.0,34459.0,10642.0,5057.0,4289.0
9395,55.0,41920.0,108314.0,200767.0,58354.0,37218.0,63161.0
9396,22.0,477011.0,55181.0,82996.0,43881.0,64545.0,17051.0
9397,29.0,25979.0,78122.0,75065.0,76180.0,44449.0,11646.0
9398,22.0,4707720.0,113999.0,2087772.0,33522.0,563001.0,254144.0
9399,101.0,201269.0,488860.0,434392.0,126816.0,95231.0,137452.0
9400,22.0,26175.0,13391.0,0.0,51614.0,50264.0,44717.0
9401,154.0,52609.0,128000.0,259275.0,254202.0,132074.0,111957.0
9402,83.0,108837.0,118738.0,115322.0,82068.0,48544.0,63395.0
9403,10.0,13285.0,68945.0,11298.0,119724.0,7079.0,0.0
9404,8.0,0.0,0.0,0.0,0.0,92023.0,27859.0
9405,26.0,46182.0,44592.0,278813.0,0.0,49456.0,115597.0
9406,57.0,12757923.0,47642.0,50570.0,80843.0,9163297.0,85272.0
9407,56.0,309878.0,209314.0,24291.0,110430.0,95534.0,87826.0
9408,18.0,0.0,0.0,11638.0,13303.0,37056.0,15034.0
9409,210.0,8856.0,95278.0,174555.0,121513.0,94240.0,111522.0
9410,99.0,68197.0,192866.0,230584.0,97445.0,144161.0,22024.0
9411,31.0,58550.0,13391.0,13897.0,69438.0,31656.0,50400.0
9412,29.0,30013.0,28842.0,184329.0,8514.0,17193.0,33565.0
9413,25.0,24286.0,25237.0,20304.0,35455.0,70763.0,138235.0
9414,14.0,3247.0,20592.0,0.0,3361.0,10416.0,9222.0
9415,9.0,0.0,0.0,0.0,0.0,19428.0,7892.0
9416,93.0,56879.0,45860.0,161044.0,153280.0,102028.0,55547.0
9417,43.0,80270.0,52369.0,75550.0,109133.0,82102.0,53252.0
9418,39.0,49300.0,53450.0,17117.0,44475.0,237669.0,37553.0
9419,11.0,59082.0,0.0,63383.0,40617.0,0.0,9522.0
9420,27.0,74788.0,26782.0,24291.0,7982.0,25284.0,57639.0
9421,30.0,52253.0,76742.0,2440.0,35632.0,5067.0,174363.0
9422,83.0,5117.0,8107.0,26744.0,10987.0,18673.0,27348.0
9423,47.0,7380.0,50267.0,88293.0,11706.0,58152.0,63268.0
9424,47.0,63964.0,11588.0,110225.0,564739.0,261263.0,291367.0
9425,50.0,0.0,16172.0,34685.0,82831.0,381503.0,115177.0
9426,19.0,9869.0,40523.0,6124.0,8071.0,59467.0,38388.0
9427,47.0,29718.0,52296.0,41363.0,52678.0,30613.0,50977.0
9428,22.0,19150.0,18964.0,33702.0,88906.0,36712.0,0.0
9429,29.0,0.0,0.0,60931.0,10624.0,23383.0,105228.0
9430,16.0,5215.0,6902.0,38300.0,50462.0,0.0,5362.0
9431,25.0,9841.0,40771.0,150310.0,67311.0,39706.0,42486.0
9432,11.0,10726.0,1494.0,2825.0,22942.0,353328.0,10723.0
9433,58.0,126401.0,38318.0,54377.0,14766.0,45550.0,92842.0
9434,140.0,101237.0,113955.0,90710.0,94341.0,24585.0,64598.0
9435,15.0,30210.0,8240.0,18981.0,3547.0,7079.0,9651.0
9436,26.0,0.0,21632.0,5084.0,18003.0,79440.0,34314.0
9437,95.0,180711.0,298684.0,172422.0,345564.0,175957.0,198222.0
9438,8.0,0.0,15863.0,13614.0,8780.0,31837.0,2145.0
9439,32.0,88507.0,10301.0,35419.0,77794.0,47211.0,89465.0
9440,5.0,0.0,32654.0,0.0,17382.0,10114.0,0.0
9441,73.0,116110.0,223046.0,32674.0,114704.0,207591.0,187573.0
9442,74.0,1061800.0,157253.0,93469.0,59381.0,29431.0,14959.0
9443,10.0,0.0,19262.0,5423.0,19599.0,0.0,13940.0
9444,34.0,4428.0,77183.0,43576.0,46667.0,51891.0,32771.0
9445,16.0,21639.0,19449.0,90374.0,35838.0,8415.0,2273.0
9446,35.0,20666.0,67057.0,21760.0,37682.0,87837.0,11635.0
9447,11.0,12566.0,12855.0,28923.0,4390.0,11469.0,0.0
9448,31.0,107113.0,30696.0,14575.0,63180.0,70936.0,41820.0
9449,21.0,37492.0,13391.0,934849.0,64809.0,18327.0,10380.0
9450,53.0,19612.0,51936.0,34029.0,91610.0,80290.0,144069.0
9451,44.0,36941.0,243316.0,76172.0,185091.0,20510.0,112329.0
9452,15.0,13088.0,7870.0,65077.0,8869.0,29835.0,19624.0
9453,71.0,45669.0,73174.0,23804.0,10971.0,38440.0,24975.0
9454,35.0,84924.0,112084.0,33443.0,34587.0,42468.0,18230.0
9455,6.0,3139.0,0.0,7006.0,3370.0,0.0,0.0
9456,6.0,1151.0,25752.0,0.0,4576.0,21522.0,2348.0
9457,8.0,12301.0,0.0,56208.0,9835.0,8839.0,0.0
9458,34.0,11316.0,13391.0,75472.0,77670.0,361055.0,49542.0
9459,43.0,21510.0,22271.0,64195.0,33077.0,8293.0,32459.0
9460,12.0,5117.0,0.0,14710.0,4434.0,12157.0,102023.0
9461,182.0,143166.0,134467.0,245958.0,151345.0,66870.0,56684.0
9462,14.0,0.0,22589.0,27850.0,19173.0,18144.0,43109.0
9463,8.0,0.0,64823.0,3389.0,11839.0,4147.0,17157.0
9464,76.0,7617.0,66461.0,30629.0,55294.0,83145.0,120844.0
9465,11.0,80161.0,3090.0,28359.0,18136.0,6068.0,0.0
9466,25.0,46566.0,33313.0,18540.0,47144.0,7838.0,10616.0
9467,4.0,19189.0,5099.0,0.0,27404.0,0.0,0.0
9468,16.0,48810.0,25423.0,7423.0,20486.0,5391.0,22230.0
9469,8.0,8216.0,0.0,43497.0,3459.0,0.0,9651.0
9470,36.0,0.0,49341.0,237881.0,133848.0,25254.0,58914.0
9471,50.0,43102.0,0.0,133002.0,223747.0,88940.0,79377.0
9472,8.0,18717.0,0.0,2994.0,12371.0,18791.0,0.0
9473,55.0,99879.0,21116.0,8903.0,44342.0,33374.0,58980.0
9474,37.0,40228.0,176136.0,34809.0,58957.0,76711.0,521629.0
9475,50.0,26599.0,29614.0,99704.0,17577.0,184886.0,57757.0
9476,23.0,119070.0,58436.0,8474.0,78308.0,29916.0,5791.0
9477,13.0,21551.0,7674.0,6779.0,11768.0,3277.0,39945.0
9478,115.0,235603.0,159827.0,74612.0,155632.0,225574.0,75953.0
9479,35.0,35504.0,69572.0,119399.0,39251.0,26151.0,26079.0
9480,8.0,17713.0,0.0,2486.0,5942.0,47524.0,2359.0
9481,25.0,19484.0,201485.0,26325.0,58974.0,29834.0,84608.0
9482,23.0,21974.0,31315.0,45418.0,11263.0,22028.0,6595.0
9483,77.0,23714.0,50680.0,69653.0,89121.0,27750.0,60911.0
9484,24.0,12104.0,53090.0,57113.0,78086.0,16688.0,13941.0
9485,58.0,2134122.0,1966434.0,157597.0,1838677.0,166196.0,5426193.0
9486,24.0,172210.0,90648.0,8474.0,17204.0,58457.0,53188.0
9487,53.0,8856.0,23177.0,48584.0,37246.0,49354.0,124393.0
9488,51.0,22416.0,60486.0,156163.0,79976.0,14514.0,88380.0
9489,209.0,101811.0,96561.0,217816.0,122749.0,106390.0,112766.0
9490,30.0,17221.0,25236.0,111795.0,29177.0,12640.0,19892.0
9491,227.0,303009.0,325728.0,148298.0,193187.0,188040.0,277402.0
9492,28.0,8787.0,12516.0,6552.0,9081.0,13258.0,35367.0
9493,60.0,65351.0,57354.0,113456.0,60482.0,100509.0,90901.0
9494,479.0,299300.0,320843.0,285893.0,179123.0,179920.0,125868.0
9495,34.0,15548.0,110013.0,69370.0,21995.0,82073.0,285029.0
9496,28.0,0.0,11640.0,68127.0,105046.0,149527.0,79824.0
9497,210.0,107991.0,128660.0,135440.0,116410.0,274430.0,259252.0
9498,8.0,0.0,4069.0,89345.0,2173.0,18204.0,30991.0
9499,35.0,12271.0,33581.0,26041.0,5321.0,65162.0,26454.0
9500,13.0,29522.0,5552.0,24686.0,14233.0,14867.0,31419.0
9501,124.0,112172.0,105592.0,115498.0,86175.0,139778.0,148145.0
9502,9.0,21639.0,10301.0,5751.0,8062.0,36813.0,5362.0
9503,19.0,36410.0,22352.0,11072.0,27492.0,47534.0,100360.0
9504,6.0,0.0,32860.0,0.0,18624.0,36409.0,0.0
9505,15.0,15646.0,6181.0,11524.0,38400.0,21238.0,31098.0
9506,47.0,55551.0,41923.0,116451.0,34755.0,28297.0,44749.0
9507,17.0,7085.0,16687.0,30052.0,0.0,14462.0,8365.0
9508,406.0,108488.0,51689.0,105767.0,131357.0,456221.0,365968.0
9509,4.0,0.0,4120.0,8474.0,12416.0,0.0,7506.0
9510,9.0,36568.0,0.0,0.0,0.0,23362.0,9812.0
9511,12.0,0.0,10630.0,134673.0,0.0,216945.0,2273.0
9512,39.0,74916.0,35847.0,15082.0,8159.0,34244.0,107534.0
9513,3.0,0.0,0.0,0.0,0.0,3520.0,16085.0
9514,19.0,0.0,12876.0,36380.0,78024.0,1204.0,81413.0
9515,52.0,22987.0,27193.0,39836.0,51437.0,29621.0,154556.0
9516,65.0,91470.0,61055.0,137340.0,83629.0,86027.0,112788.0
9517,40.0,20832.0,39474.0,38335.0,38471.0,55849.0,36235.0
9518,23.0,71305.0,23692.0,12326.0,17116.0,11630.0,21768.0
9519,34.0,16728.0,12361.0,4519.0,15022.0,55725.0,85681.0
9520,75.0,71500.0,23897.0,24946.0,12389.0,22543.0,72783.0
9521,72.0,31805.0,145829.0,60625.0,38409.0,16536.0,23946.0
9522,21.0,2067.0,5459.0,0.0,11263.0,33637.0,9705.0
9523,10.0,0.0,0.0,29578.0,7006.0,2781.0,11710.0
9525,32.0,53728.0,3080.0,13365.0,19403.0,19317.0,38861.0
9526,57.0,78233.0,29974.0,319768.0,192968.0,185452.0,27773.0
9527,35.0,42315.0,17913.0,37836.0,41396.0,100325.0,23838.0
9528,32.0,42315.0,103213.0,0.0,0.0,45005.0,172219.0
9529,22.0,0.0,10198.0,35104.0,27493.0,45005.0,148734.0
9530,77.0,28290.0,103831.0,39902.0,59604.0,52086.0,53081.0
9531,68.0,74344.0,166865.0,41826.0,41548.0,42801.0,16815.0
9532,37.0,23273.0,45509.0,136086.0,47764.0,11883.0,45854.0
9533,12.0,0.0,47590.0,23162.0,27581.0,28016.0,0.0
9534,10.0,4920.0,0.0,32313.0,8868.0,11124.0,0.0
9535,18.0,50975.0,46663.0,72307.0,0.0,18204.0,8579.0
9536,5.0,36902.0,2575.0,55361.0,0.0,0.0,12868.0
9537,70.0,186783.0,164331.0,89593.0,153156.0,18205.0,53616.0
9538,54.0,74275.0,104657.0,70240.0,48952.0,58356.0,20910.0
9539,10.0,0.0,9024.0,46593.0,0.0,35397.0,0.0
9540,15.0,7598.0,11063.0,0.0,17471.0,15119.0,5683.0
9541,27.0,11808.0,31520.0,176591.0,45585.0,9304.0,23376.0
9542,2.0,0.0,0.0,0.0,0.0,8961.0,0.0
9543,45.0,82568.0,17430.0,31521.0,38932.0,21744.0,23645.0
9544,21.0,7971.0,26360.0,27342.0,75515.0,35601.0,40428.0
9545,13.0,2893.0,8384.0,4745.0,25329.0,0.0,8289.0
9546,32.0,12792.0,40977.0,91177.0,31792.0,63613.0,12279.0
9547,43.0,345404.0,83168.0,103118.0,6208.0,103198.0,47997.0
9548,20.0,44676.0,21529.0,48854.0,23270.0,50102.0,4805.0
9549,3.0,83940.0,16533.0,0.0,0.0,0.0,0.0
9551,250.0,91643.0,151810.0,217481.0,195412.0,467490.0,383933.0
9553,73.0,132630.0,32663.0,101096.0,71442.0,94393.0,154759.0
9554,98.0,1504367.0,2582428.0,1372944.0,5210472.0,394429.0,2485257.0
9555,24.0,40642.0,39061.0,6418.0,0.0,9942.0,35086.0
9556,49.0,22888.0,7036.0,63856.0,74566.0,98080.0,64168.0
9558,22.0,34452.0,42132.0,25817.0,5002.0,22332.0,2466.0
9559,41.0,4723.0,25536.0,54966.0,77563.0,90982.0,18122.0
9560,12.0,2460.0,18335.0,18076.0,2217.0,9102.0,29274.0
9561,20.0,36361.0,7211.0,10100.0,69262.0,12844.0,3753.0
9562,67.0,43879.0,27709.0,65359.0,60386.0,54005.0,61798.0
9563,25.0,9939.0,4275.0,4971.0,43491.0,22189.0,18744.0
9564,77.0,0.0,12361.0,169313.0,544446.0,246901.0,564236.0
9565,73.0,101356.0,111570.0,105694.0,186900.0,62451.0,159404.0
9567,16.0,9841.0,19571.0,52400.0,15963.0,0.0,27773.0
9568,15.0,33458.0,57840.0,48921.0,0.0,0.0,23998.0
9569,98.0,19905.0,77998.0,56442.0,13728.0,50083.0,105380.0
9570,180.0,32288.0,0.0,153530.0,136042.0,214020.0,191973.0
9571,36.0,83034.0,48991.0,18777.0,23464.0,51577.0,4289.0
9572,41.0,7301.0,20602.0,25489.0,97065.0,114575.0,180711.0
9573,34.0,10726.0,10507.0,35317.0,40158.0,30947.0,7506.0
9574,15.0,31293.0,8755.0,30165.0,33258.0,0.0,0.0
9575,122.0,182891.0,166567.0,306867.0,200930.0,102826.0,141110.0
9576,108.0,80308.0,177103.0,184431.0,104592.0,91910.0,120726.0
9577,2.0,2460.0,0.0,20450.0,0.0,0.0,0.0
9578,12.0,8364.0,29049.0,2316.0,15076.0,38432.0,19302.0
9579,61.0,57014.0,60538.0,108607.0,36645.0,77266.0,48492.0
9580,23.0,30329.0,33590.0,19297.0,0.0,26295.0,42198.0
9581,58.0,36715.0,103224.0,79529.0,23085.0,18912.0,54399.0
9582,299.0,160219.0,221032.0,214440.0,98394.0,200206.0,243667.0
9583,46.0,10943.0,16482.0,9264.0,148696.0,164293.0,58871.0
9584,35.0,93909.0,10981.0,79764.0,76145.0,160562.0,17865.0
9585,70.0,102735.0,107282.0,338265.0,63586.0,51012.0,76243.0
9586,61.0,67212.0,106387.0,134743.0,196710.0,123841.0,239327.0
9587,4.0,0.0,0.0,8338.0,2190.0,1315.0,0.0
9588,42.0,52597.0,74897.0,62116.0,46409.0,30877.0,63621.0
9589,18.0,19681.0,54286.0,16947.0,26338.0,20227.0,0.0
9590,118.0,104406.0,84982.0,114066.0,115839.0,248843.0,418508.0
9591,54.0,33084.0,51774.0,23139.0,10312.0,12379.0,21479.0
9592,16.0,29227.0,6901.0,71833.0,19599.0,9102.0,17157.0
9593,21.0,11710.0,38237.0,4519.0,3991.0,25790.0,70217.0
9594,23.0,12380.0,20458.0,13230.0,35650.0,37553.0,15807.0
9595,29.0,47294.0,28791.0,38119.0,43091.0,30554.0,8364.0
9596,11.0,0.0,27915.0,34685.0,25541.0,21137.0,17480.0
9597,34.0,8896.0,46931.0,22086.0,31190.0,0.0,16117.0
9598,39.0,8984.0,20909.0,27455.0,17028.0,68973.0,227336.0
9599,11.0,0.0,0.0,8745.0,20167.0,1315.0,78420.0
9600,36.0,61602.0,48930.0,232065.0,30277.0,11267.0,22562.0
9601,136.0,150971.0,173403.0,126927.0,91813.0,143512.0,172475.0
9602,19.0,5639.0,12155.0,334876.0,0.0,275543.0,17371.0
9603,34.0,65932.0,148332.0,59202.0,138700.0,84448.0,50078.0
9604,43.0,68884.0,32447.0,74997.0,55605.0,56330.0,56406.0
9605,73.0,292460.0,212610.0,349617.0,377171.0,308667.0,74185.0
9606,2.0,0.0,16482.0,0.0,0.0,0.0,0.0
9607,41.0,14072.0,88451.0,59077.0,43756.0,159085.0,33361.0
9608,355.0,76746.0,96931.0,129399.0,88975.0,98363.0,112600.0
9609,16.0,19780.0,35075.0,25669.0,8868.0,24667.0,10723.0
9611,150.0,66422.0,167657.0,198935.0,84693.0,211591.0,204187.0
9612,26.0,0.0,16480.0,41803.0,52768.0,10114.0,7508.0
9613,256.0,205635.0,224675.0,272285.0,205109.0,272552.0,285475.0
9614,48.0,61660.0,190979.0,121975.0,136040.0,43994.0,887234.0
9615,14.0,9742.0,20252.0,12406.0,11795.0,6290.0,0.0
9616,65.0,111101.0,11743.0,0.0,62877.0,132557.0,214340.0
9617,45.0,49891.0,72106.0,152366.0,54434.0,17193.0,298957.0
9618,21.0,6465.0,10063.0,4779.0,20806.0,24293.0,31237.0
9619,145.0,82725.0,157080.0,42694.0,67539.0,54910.0,97465.0
9620,23.0,77740.0,51329.0,10711.0,12948.0,0.0,18348.0
9621,104.0,125562.0,31275.0,93629.0,82731.0,120854.0,179136.0
9622,9.0,18205.0,0.0,8462.0,7272.0,0.0,14262.0
9623,44.0,26510.0,32302.0,30178.0,102147.0,67052.0,39568.0
9624,78.0,5412.0,39966.0,31975.0,21728.0,39139.0,156351.0
9625,55.0,57410.0,73433.0,105457.0,9081.0,179598.0,76245.0
9626,17.0,21156.0,32808.0,11298.0,0.0,17243.0,30026.0
9627,13.0,11809.0,48414.0,0.0,73342.0,0.0,27989.0
9628,36.0,107753.0,54079.0,27341.0,42923.0,49051.0,61060.0
9629,34.0,12300.0,30386.0,28586.0,15519.0,55523.0,14798.0
9630,236.0,73113.0,104866.0,117824.0,177858.0,185180.0,259843.0
9631,65.0,2046.0,46467.0,19603.0,74606.0,119937.0,119105.0
9632,73.0,145384.0,100835.0,159888.0,79858.0,63766.0,109196.0
9633,34.0,52155.0,24412.0,34899.0,85135.0,14179.0,875674.0
9634,74.0,183091.0,129546.0,92171.0,107378.0,101286.0,143480.0
9635,17.0,211936.0,108869.0,48582.0,38648.0,0.0,10916.0
9636,49.0,23616.0,248766.0,10395.0,22687.0,111230.0,210628.0
9637,10.0,0.0,0.0,26008.0,4435.0,20732.0,6863.0
9638,29.0,1476.0,24227.0,35724.0,0.0,18862.0,86645.0
9639,28.0,3247.0,15843.0,12428.0,18446.0,27347.0,20793.0
9641,14.0,7872.0,15142.0,41238.0,384267.0,10114.0,45681.0
9642,9.0,7036.0,3554.0,52988.0,0.0,0.0,49510.0
9643,31.0,311462.0,49229.0,239543.0,16265.0,18578.0,164068.0
9644,54.0,30505.0,23176.0,3954.0,49842.0,32869.0,82352.0
9645,58.0,95493.0,68953.0,158851.0,132227.0,130262.0,69230.0
9647,32.0,24285.0,82808.0,0.0,24388.0,16586.0,12653.0
9648,19.0,9349.0,5150.0,27567.0,37336.0,45511.0,20772.0
9649,10.0,8660.0,0.0,30201.0,12992.0,0.0,8793.0
9650,9.0,9841.0,15451.0,15253.0,12504.0,16890.0,0.0
9651,30.0,92757.0,16039.0,142492.0,33922.0,4996.0,57371.0
9652,135.0,62386.0,142442.0,140694.0,75206.0,120147.0,128364.0
9653,64.0,98614.0,204264.0,0.0,13259.0,129848.0,138674.0
9654,9.0,39361.0,2472.0,38413.0,74139.0,0.0,10723.0
9655,187.0,0.0,3667.0,124410.0,177063.0,243117.0,185550.0
9656,12.0,6888.0,9888.0,14563.0,8868.0,721098.0,50828.0
9657,48.0,36312.0,49792.0,57067.0,117773.0,167490.0,60801.0
9658,26.0,42117.0,23692.0,151948.0,12770.0,47249.0,45994.0
9659,214.0,57560.0,188716.0,238810.0,195118.0,192976.0,306677.0
9660,40.0,29452.0,18871.0,35486.0,25436.0,8434.0,48684.0
9661,41.0,79669.0,552353.0,571118.0,374095.0,407324.0,251700.0
9662,230.0,110823.0,145046.0,76803.0,115916.0,113683.0,119684.0
