고객번호,식료품구매횟수,식료품1,식료품2,식료품3,식료품4,식료품5,식료품6
9084,28,0,0,0,148544,95272,106247
9085,281,310975,290957,345351,220485,202841,240072
9086,128,178261,120789,272857,122448,192221,84745
9087,660,590530,632735,552055,618807,671806,657643
9088,1062,956339,898206,1065275,1118940,1231424,1362201
9089,1169,644961,766018,941972,585314,702717,841548
9090,452,511720,680478,885236,708231,512288,581951
9091,286,498808,583156,617362,384675,576497,382795
9092,160,236772,301093,220255,416450,86433,242830
9093,262,825184,556765,357169,185171,1057869,919825
9094,424,693490,434674,843120,394554,486678,622341
9095,154,371228,302909,94937,247842,141944,183062
9096,226,35919,87567,311492,222683,437216,378972
9097,500,504797,233862,487813,675495,648738,143318
9098,218,74994,97856,187065,159845,124292,320748
9099,793,683225,923192,1712804,1191273,1380137,961753
9100,1,0,0,19207,0,0,0
9101,848,1004873,825929,1144664,813341,1172005,833435
9102,34,43438,29398,49012,9232,4248,42229
9103,471,1040774,483995,825851,86323,115260,212847
9104,204,185779,326505,148289,191262,145909,164348
9105,283,386832,365494,427950,425594,409309,245031
9106,873,499849,587948,699317,343177,351211,573420
9107,482,1069394,699219,897996,328253,975926,704081
9108,45,0,43264,7683,47853,146038,50742
9109,1159,840342,1024479,1104704,946866,1127908,1301223
9110,203,584708,814757,551640,651115,1028906,808791
9111,677,1934422,509070,882687,822738,1874849,1058151
9112,966,766866,621631,885998,409349,513592,645414
9113,214,209465,382918,473230,224155,289170,278510
9114,770,1030053,1218234,1678847,1253364,1443981,1308324
9115,162,20517,81941,42597,146863,363176,153934
9116,311,322505,576952,581466,486936,490071,613614
9117,350,429094,600683,540434,532828,350113,758593
9118,1041,557521,593410,1277053,555196,1007742,1185284
9119,160,180496,650632,323758,271918,297167,113560
9120,1337,980930,935651,951181,852724,1228192,1058053
9121,63,17319,77184,46130,23767,186069,187781
9122,359,236121,337258,167305,529037,280860,400311
9123,230,476676,386457,350287,522861,509805,704752
9124,0,0,0,0,0,0,0
9125,124,884805,975082,680539,697437,624717,585347
9126,431,547797,435054,448543,352735,878137,433834
9127,823,749244,1207278,1655864,874742,813919,792689
9128,180,326666,503217,402201,477381,180475,393086
9129,230,154113,264047,345699,229418,181994,420441
9130,71,0,47786,28245,143313,113897,171317
9131,1692,850663,1130683,858809,959567,896991,1275307
9132,390,660056,861623,687769,454684,247730,335481
9133,12,0,31894,0,11059,0,0
9134,99,133781,122158,127024,170990,181216,209333
9135,394,590177,330779,535290,251294,621819,487252
9136,194,538238,236509,93380,285127,921690,398707
9137,1048,1314520,1359400,1575316,1055757,2000201,828380
9138,269,63963,0,407239,837730,1866467,1886834
9139,124,1464286,668720,287727,88727,692275,886534
9140,910,1726512,1770821,1819376,1388853,1087693,2899890
9141,195,349411,327720,303185,92134,91308,127847
9142,804,1503984,1109753,1720117,919682,908045,1317654
9143,674,367549,865509,775631,659582,674481,848707
9144,1170,1142863,1100859,1179314,609636,483286,597017
9145,330,487713,455327,356762,244706,52389,168690
9146,883,862506,516225,507920,689912,789146,759249
9147,0,0,0,0,0,0,0
9148,112,262359,229832,226578,225850,163640,168571
9149,436,404229,463055,587691,373484,364692,318798
9150,238,213283,391918,347415,263335,409369,299117
9151,230,51616,391438,279372,114517,375328,330007
9152,1549,1704754,1385199,1403394,1181520,1367292,1371521
9153,68,39559,137970,120438,45761,112069,70346
9154,462,636183,694567,700997,629284,737219,332221
9155,1608,1704815,1556533,1833141,1229301,1513032,768631
9156,116,816392,108911,33432,60011,184868,154918
9157,409,654963,357995,699732,550560,332105,851702
9158,230,464502,267022,591617,309186,165985,600861
9159,765,698631,995178,1820076,862432,1346433,959703
9160,363,327702,580302,491079,306675,480418,394986
9161,29,0,0,0,23971,0,106376
9162,10,0,0,27387,0,10114,24835
9163,1059,1339767,941079,2339342,2019435,1379194,1209226
9164,84,118629,87610,125139,80942,241474,168967
9165,13,8866,19252,0,0,25081,5040
9166,203,23814,215505,223738,250506,425536,299043
9167,10,0,0,45069,0,0,0
9168,598,546607,425847,587540,574698,913582,515582
9169,755,182312,170189,511507,676004,740018,827099
9170,134,90936,252178,87717,84834,127873,53242
9171,263,150303,688115,170454,283148,407140,198789
9172,146,130831,163395,228378,98304,247893,129023
9173,380,199214,923909,842374,518070,629052,692125
9174,347,229839,670598,473747,499338,439331,582230
9175,449,1210495,955851,460489,574147,616714,546453
9176,720,411967,442761,831219,679723,737546,1174169
9177,605,425378,481137,589240,358436,901909,573241
9178,898,651330,1079311,1062294,542349,655390,667569
9179,268,337833,438898,674277,365366,671845,668061
9180,166,443583,197786,395809,738039,766748,406737
9181,245,104987,174292,159111,384489,435053,646381
9182,167,192284,243617,193007,227693,219079,210209
9183,941,714968,823837,798385,600191,631557,802361
9184,60,106947,55521,0,88595,123527,357432
9185,130,216491,316257,563346,347765,323595,390343
9186,131,114150,5562,101230,44253,262437,338290
9187,1005,425766,419739,486998,524171,427434,767416
9188,507,427712,478245,599087,287554,286861,326365
9189,68,30751,6346,111660,39884,27896,34346
9190,691,884153,650325,1741537,681397,876276,894753
9191,730,446784,554083,536317,790672,664116,1183595
9192,599,2268280,887876,741167,751950,988854,1202141
9193,1310,980124,1017870,1249702,969948,1333408,923980
9194,536,833483,852457,834451,443099,392674,1223466
9195,776,588620,289019,658308,458649,567489,927602
9196,38,160695,24722,323961,32813,243990,0
9197,75,324235,185794,119195,70857,455919,106279
9198,7,0,0,0,0,22563,3903
9199,333,2450569,279053,2729571,507907,3617990,503461
9200,765,580239,342047,462654,813912,1181605,705392
9201,158,627422,1004405,396336,278616,1258951,252320
9202,1090,651781,735428,782126,813035,935298,1084177
9203,390,362923,356948,711020,335158,396984,536240
9204,637,441367,532974,629123,491236,469181,627427
9205,230,180809,194943,551645,428968,328023,261553
9206,123,86007,197438,225103,0,213020,88810
9207,208,193839,740293,983578,420086,523675,313726
9208,1091,358362,430071,760617,980032,916219,829930
9209,489,742146,1123308,1249072,661046,1479931,1665409
9210,1086,1519014,954692,1846135,1994912,1379725,1179461
9211,143,311444,347781,321355,52589,204255,112327
9212,643,422012,648916,456705,409636,357862,507582
9213,639,709017,642970,671824,672370,510035,335134
9214,147,212097,313976,230657,136928,165924,33993
9215,78,93732,62773,462306,304540,276103,116949
9216,1705,1493472,1483401,1365774,882797,947029,1343303
9217,31,2952,24495,40821,29071,31351,24783
9218,852,1006979,884623,1561178,991242,622075,802995
9219,4,32168,0,0,0,0,0
9220,307,1470759,1173033,1002456,337564,798573,519035
9221,93,93789,97188,141916,64879,96606,274526
9222,215,127177,224586,512990,249051,414606,201020
9223,73,337261,353362,466112,119056,45279,69862
9224,84,52342,131436,26325,37205,57648,58153
9225,147,371037,295975,306016,257332,270113,171681
9226,150,118107,154367,251835,300001,201101,422619
9227,245,371881,360465,183875,216052,40960,171196
9228,428,1142848,1110425,1376685,767440,382164,541077
9229,195,485195,432347,533282,596735,193755,281191
9230,107,444865,22930,67252,56837,72776,188854
9231,980,3101728,2067782,1498534,1577618,1730540,333081
9232,64,243654,90669,219953,172064,88474,5233
9233,499,427242,848346,470871,777237,1243139,580137
9234,174,136588,288333,513079,267904,526494,523023
9235,772,436057,780083,750792,513291,418722,692019
9236,241,487562,410975,389660,347207,395604,384415
9237,648,653338,788527,781205,486593,398979,981162
9238,331,172426,372870,202620,851906,429158,681298
9239,130,224071,89308,153620,146716,424372,362656
9240,102,47630,242821,271405,60492,74101,224859
9241,954,476620,489244,646660,493991,340020,612517
9242,186,407873,319809,464077,172800,323371,237612
9243,124,399753,359089,701967,235452,509662,218864
9244,44,35859,25031,0,4470,19975,135297
9245,110,330593,316507,14589676,109612,265511,102087
9246,227,598445,401116,443018,777372,445320,882929
9247,384,553668,922665,659562,392507,950959,681998
9248,896,603614,589255,834316,403779,506898,968719
9249,208,120567,247975,94373,57422,263474,215847
9250,838,737161,832343,657456,889161,539360,827131
9251,1326,1292011,1421328,1140578,730132,807449,1139329
9252,941,989754,1273785,1563608,654241,1526807,570158
9253,89,276225,290843,249687,155863,163740,74163
9254,672,531143,476877,329756,423767,537072,737901
9255,147,106837,237954,173978,119394,126632,106538
9256,777,482737,295231,483217,476367,584160,926660
9257,89,274809,168390,351280,33716,181133,111309
9258,141,276430,203759,154647,186943,4045,148336
9259,67,211376,184365,429440,201346,101843,238381
9260,1101,559690,668599,678603,677895,981239,972431
9261,161,333952,400500,336233,238726,494717,505573
9262,717,479415,472729,902316,584571,1256337,848875
9263,1064,368402,564828,1099760,1193923,973742,569845
9264,382,248785,258092,452751,506616,868046,453465
9265,461,542014,820578,732748,650834,467990,883121
9266,618,228067,251997,500654,497131,381801,598537
9267,540,188244,729554,717354,773296,439392,613849
9268,573,279210,191578,458733,764220,348063,595129
9269,659,1187378,939439,1020195,332274,448237,246168
9270,359,825646,841605,829970,440491,339767,218873
9271,38,0,28038,17061,0,87927,112209
9272,363,14671458,257997606,106716122,67154586,101143,0
9273,342,381674,574961,501784,435286,645834,702084
9274,289,139175,355593,354479,415636,214065,429534
9275,169,238270,120786,298159,191494,191117,392978
9276,570,566118,363412,549907,747025,1049192,870385
9277,144,94431,91328,165257,164111,339105,309895
9278,771,1142506,661928,657746,308295,448020,682384
9279,66,27749,58301,71856,25319,58961,66270
9280,175,717536,294654,558080,277737,2001536,335137
9281,566,179307,423945,345082,408631,665642,324096
9282,911,751023,780173,824240,584445,751265,882923
9283,5,9545,0,38188,0,0,40748
9284,307,532620,400664,463604,187229,305581,510811
9285,975,550120,630694,926330,831626,589273,1300293
9286,1640,1085833,876107,915040,830819,966792,1097832
9287,169,84242,175877,221258,328150,209482,39357
9288,1162,960894,1016052,1389181,575883,1068164,971794
9289,1060,1427526,862581,1123442,895412,1433468,1508219
9290,129,137831,168801,144900,149581,208187,248871
9291,1,18697,0,0,0,0,0
9292,61,58099,63556,133431,37646,230469,116990
9293,84,112704,86155,131058,125284,238478,237906
9294,685,531264,409282,669609,389674,494748,446444
9295,519,17172,557212,461962,374713,452947,242773
9296,199,206071,439026,398041,266385,143815,127157
9297,251,195924,145654,162013,409969,510028,1015916
9298,1250,669248,848299,1151475,1378568,1332845,1207096
9299,377,777675,525270,277853,244022,368099,571632
9300,174,215645,105976,312426,143082,212112,124851
9301,481,812193,1080973,605372,443315,389361,246921
9302,130,195364,248473,145420,165862,269752,10723
9303,892,949952,711217,674469,622430,626906,517741
9304,101,177673,155142,41802,89063,323647,369069
9305,1040,416266,871857,1066354,667684,1199390,1212687
9306,767,922494,633548,504215,452904,823695,1322794
9307,220,97912,47828,105070,233969,447786,495487
9308,520,576084,1082741,866990,372541,254892,631415
9309,19,2859338,0,11298,0,2528,0
9310,670,879447,1147686,693191,790313,452305,756737
9311,9,0,28050,11185,0,10619,14691
9312,189,516944,1655212,694392,344764,640895,416036
9313,303,337240,262910,566914,502145,516171,304108
9314,336,1410198,1223478,438707,600951,1013196,420057
9315,187,476907,210025,45689,76180,217433,118386
9316,471,650056,340440,739386,901021,1085993,1125294
9317,958,644783,648722,730328,662745,660550,500466
9318,267,445732,435427,444783,306580,60580,193716
9319,128,123555,60466,131734,75401,192242,114944
9320,43,88841,24722,7909,47889,249489,363671
9321,1280,702597,648431,1091742,1747394,1717715,2562490
9322,0,0,0,0,0,0,0
9323,21,18363,0,233858,0,37299,0
9324,708,687425,467201,576598,236624,684047,625285
9325,283,647067,276569,537225,468590,410481,393226
9326,484,1736524,192102,139001,1123729,2092764,3154235
9327,308,496800,300117,243031,155520,372518,647493
9328,873,441647,397805,496297,367173,450187,400380
9329,298,553377,167832,428559,181225,322573,475523
9330,476,785996,679879,888937,720189,802979,347533
9331,461,478094,417329,899120,369311,624458,529077
9332,3,974,18418,0,0,0,0
9333,149,718885,430876,1017413,511277,1076905,130503
9334,254,224886,604631,1588793,761149,901214,974197
9335,240,303088,220376,517799,113389,452740,201475
9336,153,444157,211066,259708,106808,123277,271331
9337,1048,687165,840741,538398,638084,878794,1152615
9339,179,421095,197613,279829,257850,158985,99244
9340,446,933308,991519,1910131,463246,1528516,1199753
9341,424,683381,350418,584374,275019,465521,512121
9342,226,854205,579093,721837,396710,535364,507305
9343,118,73214,130708,743750,264016,344905,316724
9344,695,780930,583222,888964,489448,988178,468922
9345,276,618659,280697,331673,102898,418495,363006
9346,1966,1179355,1470002,4210970,1193628,1651427,1294387
9347,94,328036,207182,207167,194481,167248,175543
9348,183,432780,322377,179560,494438,398599,145655
9349,462,582933,402692,474360,538729,642076,360638
9350,1290,1052589,930853,909893,734436,828155,1385615
9351,686,691071,1182656,1733749,1183686,1593865,1251689
9352,806,552804,502154,753512,782755,744159,1000354
9353,225,235908,189052,370880,104814,775285,1755177
9354,543,516677,369812,354534,438713,465490,738174
9355,1060,583678,833718,1256641,902692,1194734,2008653
9356,9,69868,27812,31861,13214,6068,0
9357,149,194137,170314,192133,251523,449369,427711
9358,719,826522,632457,664807,605883,899853,954308
9359,416,201356,407622,409992,302734,372293,723599
9360,957,783745,799534,1483572,841633,1633780,1321641
9361,24,0,14936,67788,49484,57485,10724
9362,165,182180,366358,662055,260003,78603,199099
9363,153,767929,1052336,916718,82033,77247,1165410
9364,731,926140,594135,500428,460151,1505163,797703
9365,10,22141,15863,7909,0,4652,0
9366,861,513384,776245,587600,611113,510279,838219
9367,241,134638,358687,675682,434786,302839,657589
9368,826,730823,689795,2107062,1437648,1633009,915457
9369,494,656505,698520,871176,463575,920146,620164
9370,47,20664,29100,252624,73096,119928,68932
9371,1106,626488,1029728,919585,624283,1156784,1154457
9372,842,740746,816510,757243,414597,504914,541824
9373,212,808865,330873,425318,219908,519139,345508
9374,364,271618,161939,827969,637234,885934,707811
9375,709,444355,543626,861620,562973,1091371,521852
9376,565,509379,490538,715320,509740,759552,617689
9377,4,0,47178,0,0,0,0
9378,549,212902,352797,490426,211040,326635,788784
9379,40,119465,46250,75641,17027,35701,136407
9380,821,334570,452462,473037,274555,834175,1288976
9381,769,396358,423889,869400,720335,1009938,915273
9382,155,85543,481802,246831,148553,244607,120854
9383,991,621486,574002,670767,532444,857989,788463
9384,1424,2004813,4111263,2638574,1493680,5446069,7078158
9385,651,414510,474011,803964,533123,419264,695746
9386,121,216291,125465,264859,87464,614456,481921
9387,138,792335,335973,516004,288043,867362,255163
9388,115,80651,206761,492733,124813,91152,74635
9389,168,391502,447877,352363,35855,281601,455199
9390,371,155411,451221,405885,470197,633459,585470
9391,138,172337,201156,308484,168703,267665,183186
9392,458,436889,298109,564247,502085,625004,823440
9393,867,261841,408589,757314,300935,837853,1021730
9394,252,108670,322119,246662,399834,476666,776531
9395,233,111809,345056,508747,293170,387784,274548
9396,160,1636227,485119,1854848,175450,156326,80639
9397,604,391222,1001780,1166930,504780,425830,636699
9398,221,7876808,361778,9877889,256359,11141756,279783
9399,1796,2087424,1850890,1376680,586504,1257851,2707974
9400,506,654139,726909,906423,1206891,1484393,1713031
9401,71,0,47022,15591,22853,85135,101527
9402,928,755765,945532,1222625,1243666,1918198,1342685
9403,235,224633,339065,1194635,409930,332491,160828
9404,388,28774,19076,0,266662,878959,879607
9405,246,279210,287035,685042,267603,438126,389872
9406,702,63724566,76575265,36853134,505712,116357608,15492074
9407,903,789382,898731,946740,882511,821713,788427
9408,262,78676,381768,548075,230720,397229,99758
9409,137,525479,352390,526266,327941,274075,384755
9410,547,757822,461430,474710,341366,371523,415418
9411,159,160233,140658,226504,264849,134619,468170
9412,279,251773,183816,389775,115289,399752,669621
9413,251,351700,285312,407229,325908,840453,738575
9414,55,98168,143027,0,4745,1223337,0
9415,17,20567,76886,24404,99308,107709,104767
9416,710,425393,591629,540872,510220,680188,680544
9417,245,681694,135948,1250112,616687,447618,298708
9418,135,1022256,417973,487094,86024,391153,117957
9419,487,575420,470875,759013,584153,257228,506088
9420,385,560190,642462,587353,537660,520067,563492
9421,197,793734,1050770,553074,554964,658849,544751
9422,15,0,0,0,0,21300,92252
9423,370,356185,485233,454704,208967,356489,496053
9424,828,897990,2479963,3788855,2546386,1756146,1458148
9425,208,292775,107745,292010,250341,539903,758167
9426,913,690740,1176097,763156,521958,692094,680931
9427,237,245206,260929,226198,283450,413808,363060
9428,223,32286,138221,349689,212166,480022,195468
9429,10,0,515,6496,0,3126,38636
9430,695,319657,571736,815080,742143,809932,1019525
9431,219,137865,288265,359517,283830,526715,314143
9432,186,438246,210168,858917,724661,148002,408355
9433,150,614375,175589,242176,253433,123821,177289
9434,11,0,8447,0,8691,21158,0
9435,71,35525,89102,387921,41769,58577,211131
9436,680,97424,1059480,1502111,1524712,1532369,720321
9437,850,643975,651052,1001800,534769,347863,587697
9438,141,201660,24926,110769,64543,398666,335204
9439,409,472670,465382,1073476,784631,723077,922758
9440,113,340710,205926,138344,170618,323390,364519
9441,1129,1005529,1090070,1029180,904872,990053,745540
9442,228,708744,269370,327878,323312,332395,280643
9443,297,312518,277654,314311,361698,412390,741598
9444,514,1251119,810307,952024,632211,602600,4444556
9445,550,966496,809258,901024,701921,608050,459230
9446,357,279045,384748,276876,255342,376032,219852
9447,740,813827,504524,1549662,824544,688928,262521
9448,336,301921,410075,783378,283769,973499,395779
9449,717,2822652,728173,5670747,2015320,4184076,1034629
9450,716,512202,826271,594648,272547,557677,568299
9451,765,486610,1013641,1785074,880334,708990,2114787
9452,209,458843,273211,519498,314950,976148,560917
9453,67,0,21323,0,125621,89171,138204
9454,639,1048720,1495295,1888770,1193339,1449062,1667085
9455,389,294079,263371,378800,230777,233532,0
9456,358,1687010,139161,666035,637497,798913,584017
9457,287,602688,432280,658857,486982,197012,179390
9458,371,199449,596007,553548,576948,573186,345671
9459,7,0,0,31318,0,0,0
9460,221,11403204,190112,11225718,219613,3679722,218833
9461,515,579674,625023,907277,707359,228437,237380
9462,1645,1457574,846569,1574312,802535,1618027,1967138
9463,207,385056,911113,642825,255141,343892,294952
9464,717,153670,455905,356400,413799,467841,626279
9465,154,348229,121695,113433,261911,186424,133581
9466,500,495859,425898,497818,546630,575854,817397
9467,237,332392,123621,0,344050,340793,775017
9468,452,706182,479107,540732,357999,716606,670216
9469,117,151053,128252,164160,52501,117297,230446
9470,964,0,143649,2027440,891012,1272277,1326180
9471,1158,727977,154516,1535868,1615263,2277130,1884243
9472,723,668361,444033,732821,367534,462414,452905
9473,246,206067,92718,291170,300486,259941,411568
9474,580,1131443,1101972,596720,620489,854197,995756
9475,1242,654869,940073,1040507,713955,864517,789718
9476,114,90247,200485,187663,187512,147207,187306
9477,1507,1044671,1040936,1230712,911880,1057245,1554154
9478,780,1439858,938155,814508,904285,671349,659374
9479,249,176566,681183,614273,242203,295509,245031
9480,158,209672,218700,306089,131782,366101,246252
9481,222,421848,401849,36697,466139,54441,262242
9482,816,812204,546218,1020140,459985,710127,863764
9483,477,482721,666727,669490,612488,384597,375900
9484,559,372200,671927,661919,979304,1513092,1839870
9485,441,36902,51814,34052,499412,1195098,1676282
9486,144,733041,746835,283571,278493,254094,200065
9487,195,291311,441359,334694,440941,534733,373098
9488,520,294479,396541,473701,435595,606437,979242
9489,133,266311,33267,0,0,41628,404233
9490,500,658278,937321,1341445,644102,347464,317896
9491,1202,954001,1092507,666195,502656,710721,712434
9492,622,532911,360334,409635,301838,433791,530361
9493,510,633489,991138,850569,1152801,716192,655729
9494,150,484265,158293,124109,0,67529,0
9495,509,442823,868722,762574,702957,1067169,878048
9496,481,220260,487654,610887,554720,632070,581262
9497,158,116049,153525,262590,203783,231147,252954
9498,92,120132,66132,217885,71835,184411,166010
9499,432,609007,562040,278986,320230,506677,302159
9500,452,799685,825767,619658,534492,649833,859191
9501,721,704099,640485,885687,777797,738355,685030
9502,410,750704,740628,762428,459803,653300,1101737
9503,98,224414,55624,247563,381694,102955,617805
9504,285,1142855,894384,1225861,1190045,1517367,800556
9505,309,261770,361129,446819,974646,423384,496162
9506,697,638488,582442,780516,480644,549370,438734
9507,206,364190,362315,301160,182739,246470,247755
9508,43,38239,0,7943,0,117376,28749
9509,253,561345,672418,723849,249477,522935,643047
9510,156,152727,206009,0,277571,666090,332833
9511,99,34718,42255,72092,123982,236602,47773
9512,409,829833,381645,577641,508205,310423,487701
9513,42,143181,62835,229916,20220,64125,84972
9514,162,92098,131757,141761,60555,267359,381707
9515,462,263730,172428,612194,322902,317064,1443886
9516,680,700602,629301,519982,539423,323102,519154
9517,675,440238,328044,450119,364545,676696,579563
9518,69,215107,103730,232847,26605,133418,43773
9519,97,88535,115987,81854,188487,311488,316372
9520,1,0,0,0,0,0,6970
9521,45,7972,54584,61281,21514,43913,0
9522,11,0,8426,37906,0,0,0
9523,1370,885792,973394,775199,641780,669571,1002847
9525,16,0,64226,0,0,18659,0
9526,234,594814,203947,207312,240325,492917,468665
9527,110,152126,115678,214258,142577,375266,113754
9528,133,237253,193351,84340,1862,53583,288961
9529,232,130271,165218,676156,334827,365665,208786
9530,498,577917,676643,386337,409637,581493,444559
9531,13,0,0,0,0,121634,0
9532,934,684393,796930,1041513,994400,951471,1015911
9533,90,139892,262395,559512,214617,121566,122246
9534,232,249485,311679,697121,402833,319325,140208
9535,230,714023,381299,319488,119281,81497,563165
9536,232,425725,305336,76589,102395,460904,168337
9537,278,396115,290175,325780,111867,386208,394500
9538,409,897798,939128,422344,679890,513313,663375
9539,241,238476,403556,505599,283783,473530,502195
9540,55,18203,42460,16947,47978,77671,236682
9541,377,617385,652852,491404,686864,589610,473234
9542,41,91231,8447,211273,64650,81950,111362
9543,200,119089,110735,220879,567412,699120,632928
9544,262,126734,101020,223910,227368,300970,234187
9545,636,1064637,841123,1318751,561878,478835,590458
9546,300,332306,458888,554341,274760,320439,409106
9547,176,182394,237941,257324,98908,842107,435199
9548,13,91509,0,17286,0,0,0
9549,120,168954,473892,90499,155336,1098806,46732
9551,34,9742,13062,10293,0,71853,37126
9553,1099,1171746,1142262,1421186,881590,676087,1054462
9554,253,439816,165289,710583,417826,787900,1914664
9555,1104,1210351,2170491,2370716,39929,1311058,2340407
9556,293,186055,163298,436482,413161,594322,573024
9558,779,254180,872633,510550,577326,605366,786059
9559,1759,491596,852004,2122777,2073245,2445261,1428876
9560,202,302352,255522,331575,294679,349928,308644
9561,315,450453,339545,395928,440194,564906,94083
9562,121,90770,398829,225758,221700,80100,139607
9563,1002,246475,338304,378725,840763,1442841,1552563
9564,357,0,296348,1571144,892977,2024768,1211034
9565,603,386712,411541,802161,542820,510972,463871
9567,612,1294139,659773,871273,900867,186409,159842
9568,172,176963,256244,270589,236297,231928,398578
9569,36,28587,31734,48796,54262,1568,0
9570,176,179875,9343,144676,195607,210779,123404
9571,771,526539,483399,489994,395535,538438,638554
9572,433,378483,250866,296757,800238,589359,985125
9573,665,161268,558873,1449361,1002514,1246220,1088447
9574,243,787244,313264,2041066,286374,1287580,1001091
9575,950,1138617,847071,1909218,1431104,1155348,899704
9576,997,1169734,1561596,3170753,1038791,1650762,1482304
9577,51,21354,69675,149677,59860,22250,114955
9578,223,648426,682258,309182,299332,350817,410042
9579,372,344316,203515,627270,481040,419579,251823
9580,249,424790,657355,711136,255385,106940,292762
9581,162,123851,247747,341089,330896,271055,295837
9582,44,65005,78823,78839,13303,0,48019
9583,316,129207,222437,221683,714350,829678,775206
9584,319,344302,311179,381255,472400,670061,935444
9585,211,836111,507183,1003483,468949,953307,374804
9586,1263,814669,787381,2180999,1078439,1130564,1154485
9587,486,638898,634213,441041,128655,279101,245688
9588,162,467370,576323,493900,340409,465951,278712
9589,423,393099,458501,972246,1082240,1365988,9436
9590,601,634725,670359,1044461,688998,791657,1226680
9591,18,33890,12876,22924,13888,45138,0
9592,26,65045,75144,31521,23057,17193,54389
9593,429,526940,477150,774496,528205,330992,348889
9594,834,566749,477560,508760,333683,493862,908527
9595,858,739000,279259,1340855,449483,456684,545487
9596,1411,1177360,1517706,1671169,1146852,1469315,1321853
9597,971,752888,1412572,3913903,774603,347737,592861
9598,398,416797,510968,401666,344650,407834,140561
9599,1810,1017222,1357444,1686728,1218869,1815112,2456529
9600,1518,2432605,2509879,2880041,1637285,1155443,1317647
9601,1058,1006745,924907,627843,702236,1524206,810505
9602,461,190435,356987,973337,580259,801488,464854
9603,194,734676,526789,477908,767178,494777,670036
9604,371,381125,464629,660915,522271,495157,1322612
9605,321,495415,375764,3297117,365663,431999,360740
9606,67,119545,143841,120460,203341,64424,266229
9607,176,111692,644455,713245,103795,251120,342741
9608,502,399132,200544,502931,583453,926464,352666
9609,205,339627,396860,752885,545628,261468,181032
9611,910,841836,1097894,1035947,702877,982962,1118476
9612,292,45629,2199445,1157193,899971,422272,162581
9613,21,137473,16482,10552,17444,9416,86538
9614,342,971792,962244,529248,565303,324776,654892
9615,326,262115,517938,562486,117247,622473,183884
9616,428,495400,178121,475489,329509,489818,682625
9617,543,602508,450683,1057844,862391,1178321,1171022
9618,868,675899,806941,949589,740986,799849,751011
9619,14,0,0,31273,21932,16375,0
9620,237,174078,449241,663773,524157,521976,374301
9621,76,1948,52958,108112,26111,75172,80697
9622,139,176518,135604,355923,254931,229042,234778
9623,773,1015407,1153333,1112770,906188,1214163,973934
9624,270,185830,287738,363470,143462,321714,554711
9625,818,855387,801551,759344,468235,1074932,841719
9626,204,412476,442444,436659,315594,321642,394480
9627,163,288446,339734,201456,211208,164183,870515
9628,285,496191,727531,551854,383589,390494,316202
9629,355,258353,499810,230160,568361,586194,387208
9630,123,113236,159846,167211,259308,144122,118205
9631,1478,569149,1577801,1648509,1163969,1177693,1113911
9632,182,536761,312872,252580,135199,362916,308364
9633,353,385570,382682,693361,198901,426680,689213
9634,1253,1264871,1666408,1309042,1587173,2018193,1413940
9635,717,1553043,515474,1055004,1768331,1329769,1027695
9636,327,673019,508517,197639,374514,632535,543666
9637,92,20666,66544,245609,183876,145435,190522
9638,182,149993,242000,363595,82173,267818,343575
9639,239,170676,345676,299794,381677,249724,311862
9641,206,345684,276712,286247,302690,97638,654002
9642,401,333632,133044,1080643,254753,816743,895725
9643,732,1661221,1110101,1593755,500066,652219,149002
9644,263,172869,355868,356353,342040,343439,571985
9645,475,455759,457921,271082,407539,287492,596472
9647,427,267526,619536,475255,509669,749142,1297350
9648,176,239033,55624,136899,318674,312884,536952
9649,116,284351,141001,250587,61478,99326,47183
9650,119,278615,331780,281502,186413,70391,141012
9651,231,541464,419617,263134,240138,157751,163950
9652,398,503231,763096,755048,482261,494351,575254
9653,1048,983299,1430258,644004,630919,833582,603391
9654,79,100766,167853,1054110,111120,99215,246743
9655,362,247080,150468,73328,170417,226687,108232
9656,53,62586,158612,146602,74496,128018,65348
9657,529,689574,713753,1253506,921638,931213,401244
9658,203,406846,249572,581683,102349,380325,280491
9659,1153,321333,708945,1080493,1046327,805265,1173194
9660,61,169998,26412,13467,58266,46631,23290
9661,60,77544,126803,45871,141266,112390,22733
9662,1,0,0,0,6208,0,0
9663,593,783570,506593,1198500,1144604,1503853,1174718
9664,673,428514,436615,584343,601064,691309,677310
9665,289,433610,330028,451136,486935,376805,336019
9666,217,283668,436904,933121,441832,81515,239902
9667,961,619690,677177,1057661,488768,896166,1061574
9668,74,97051,43882,86939,232706,57648,5190
9669,972,651547,561687,1074512,854817,890034,484401
9670,248,251764,290061,260160,556640,295023,376693
9671,214,671125,595027,297411,352665,314650,239615
9672,332,585906,442925,510900,325115,388693,231712
9673,218,472967,497460,398585,315254,508472,196146
9675,69,665665,180378,223160,520394,234636,32170
9676,659,542644,608448,1201454,875850,907072,635157
9677,1438,897644,1034347,1536191,767187,944516,1126202
9678,1029,606373,494699,765779,566374,878302,748340
9679,239,284374,234047,175593,84108,269234,196149
9680,700,326619,861733,887823,679977,544029,784039
9681,649,356482,455946,558676,542524,556930,704525
9682,40,41526,102440,0,3370,0,5340
9683,140,870072,64544,365224,292337,294374,338044
9684,560,389719,855956,889793,984464,1166004,922928
